unit_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_x_32719,unit_y_32719,unit_area_km2,unit_bbox_span_m,representation
86b2c546fffffff,1379408,2062812.8511999997,1191004,1745822.9529999935,349312.704974997,6285715.767914057,31.164872050356934,6594.8238673656015,h3_r6
86b2c5477ffffff,493655,773075.5879999988,504015,758107.6226999994,339414.39069760207,6288656.727552416,31.220854613405237,6602.92744670948,h3_r6
86b2c5507ffffff,5139,9581.1349,5184,8117.6349,330470.9814788974,6307092.13181486,31.370635717422466,6617.048677282524,h3_r6
86b2c550fffffff,198697,334131.43640000024,167022,249387.8499,334245.87251153775,6302809.168224149,31.32948920046081,6612.606985485181,h3_r6
86b2c5517ffffff,4153,7702.980800000001,3953,6033.891899999999,324320.8886520738,6305766.212112512,31.385402982512044,6620.703720865189,h3_r6
86b2c551fffffff,12922,23899.030400000003,12968,20179.2537,328099.17239850305,6301483.069095971,31.344270988904256,6616.262137101672,h3_r6
86b2c552fffffff,792114,1200823.636800004,715176,1056309.093399998,336618.9815750056,6308417.545488445,31.35578637909288,6613.390102217556,h3_r6
86b2c5547ffffff,11209050,15832005.060499236,12054501,16929907.856899858,344158.707219383,6299855.822911156,31.273461517881216,6604.504874510691,h3_r6
86b2c554fffffff,6379577,8860068.397499967,6778472,9539472.849600062,347923.6609335578,6295580.727307302,31.232294524919954,6600.059813798929,h3_r6
86b2c5557ffffff,3111618,4475669.0180999,2941754,4229790.989200015,338017.4925456762,6298530.051374926,31.288339238462147,6608.16363220202,h3_r6
86b2c555fffffff,2737217,3930869.3145000366,2609761,3752544.6302000196,341785.83939989784,6294254.779936656,31.247186168873498,6603.718643866014,h3_r6
86b2c5567ffffff,1963000,2826080.692400016,1864093,2673565.5362,346532.9895669315,6305459.85019575,31.29968034102489,6605.286133707152,h3_r6
86b2c556fffffff,7754263,10407504.570900403,8320330,11441406.000800112,350297.82404948777,6301181.089680485,31.25850241805251,6600.842620818759,h3_r6
86b2c5577ffffff,931971,1435804.4979999892,880858,1299652.4866999995,340390.480043787,6304134.761863006,31.3146255815754,6608.948312783323,h3_r6
86b2c5707ffffff,32608,51993.96019999998,19138,28879.546499999993,356826.4523127024,6277192.121285639,31.08254951889524,6585.922865871049,h3_r6
86b2c5717ffffff,118335,200963.86170000004,71345,107077.90699999996,350700.1143319234,6275864.988865871,31.097414703231358,6589.578401062987,h3_r6
86b2c5727ffffff,76048,119779.14349999993,58532,87030.6509,359198.86002048326,6282778.487157561,31.10877932048273,6586.715159772313,h3_r6
86b2c5737ffffff,2400403,3446327.7965999814,2219876,3201410.6113000023,353071.2194648795,6281452.024612023,31.1237116699249,6590.3741316732485,h3_r6
86b2c57a7ffffff,27706,44443.073,21949,35682.6501,344571.6901726914,6274537.354025088,31.112199299538442,6593.230462588253,h3_r6
86b2c57b7ffffff,11808,19148.520700000005,8988,15163.888900000005,338441.1852290705,6273209.216584575,31.126903101204395,6596.879035811289,h3_r6
86b2c5cd7ffffff,3052,4623.5873999999985,2003,2849.3215000000005,338993.5080370448,6314028.900354084,31.382026586328408,6614.168224451947,h3_r6
86b2c5cdfffffff,601155,878923.4014999988,570501,809609.1317000003,342764.88350228535,6309742.453317203,31.340855176341034,6609.728010396124,h3_r6
