unit_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_x_32719,unit_y_32719,unit_area_km2,unit_bbox_span_m,representation
87b2c5726ffffff,11257,16687.90160000001,11726,16976.637200000005,357250.91574101994,6283806.802396776,4.446097678573921,2692.0334056306165,h3_r7
87b2c5730ffffff,571880,803774.0232999994,590804,847420.8296999994,353071.2194648783,6281452.024612023,4.446244915248539,2692.5355415351805,h3_r7
87b2c5731ffffff,689604,988090.3544999845,646926,931210.8338999988,355019.8449649698,6280424.04989241,4.444260735029439,2691.9167722745333,h3_r7
87b2c5732ffffff,30784,51620.33309999999,22894,34756.47140000001,350981.3177607771,6280274.583781317,4.446315705003831,2692.7860317269806,h3_r7
87b2c5733ffffff,81417,136153.26370000007,57556,88144.35779999998,352930.28366207174,6279246.779443203,4.4443324153197095,2692.167370612733,h3_r7
87b2c5734ffffff,666904,920543.2854000072,624689,893021.2781999987,353212.2129738077,6283657.892802599,4.448156898176843,2692.9034825366107,h3_r7
87b2c5735ffffff,223234,331557.4148999999,159967,235519.68670000002,355161.0856043823,6282629.430843219,4.4461722397218315,2692.2846661109943,h3_r7
87b2c5736ffffff,136580,214589.12169999984,117040,171337.15360000002,351122.00631618925,6282480.316283654,4.448228683227689,2693.1542498643976,h3_r7
87b2c57a4ffffff,11061,18219.623199999998,9184,14766.6723,344711.40364438435,6276742.0544736665,4.446516758152745,2693.5351892023464,h3_r7
87b2c57a5ffffff,9219,14502.054200000006,7554,12230.5285,346661.3899102929,6275714.761766514,4.444536148756184,2692.9168539071106,h3_r7
87b2c57a6ffffff,7426,11721.3956,5211,8685.4493,342621.3640656092,6275564.476026526,4.446580003351405,2693.7841367549845,h3_r7
87b2c57b0ffffff,9875,15864.203199999996,7855,13337.248800000003,338441.1852290693,6273209.216584574,4.446700834176203,2694.2808734350256,h3_r7
87b2c57b3ffffff,652,1078.1166000000005,386,656.2171000000004,338302.3916350317,6271004.926347739,4.444781404096818,2693.9107645679615,h3_r7
87b2c57b4ffffff,826,1430.288300000001,471,728.7398000000002,338580.03779622447,6275414.131611889,4.448619756750278,2694.65075315407,h3_r7
87b2c57b5ffffff,455,775.9126,276,441.68319999999994,340531.29111432214,6274386.863370754,4.446641362074433,2694.032698224997,h3_r7
87b2c5cd3ffffff,3052,4623.5873999999985,2003,2849.3215000000005,338853.90062384645,6311812.91713628,4.481236723889111,2701.156078803062,h3_r7
87b2c5cd8ffffff,14677,21592.967999999986,12408,17853.339700000008,342764.883502283,6309742.453317203,4.477265428110473,2699.918584136176,h3_r7
87b2c5cd9ffffff,56150,80986.1539,51355,72489.2062,344719.49487992516,6308707.698920608,4.475279116848329,2699.2997386216884,h3_r7
87b2c5cdaffffff,86623,127261.7267000001,69709,100635.10799999995,340669.89157288324,6308562.650732415,4.477340862426485,2700.171200997429,h3_r7
87b2c5cdbffffff,396146,577229.7954000023,391489,551996.9297000006,342624.84437915235,6307528.065685675,4.475355449578944,2699.552464193257,h3_r7
87b2c5cddffffff,1068,1548.9788,831,1181.9773999999995,344859.83770266746,6310922.219210545,4.477188086252731,2699.665580091765,h3_r7
87b2c5cdeffffff,46491,70303.77870000004,44709,65452.570699999975,340809.6853920042,6310777.526024781,4.47925129802351,2700.5373643242056,h3_r7
87b2c552cffffff,37,42.84810000000001,22,31.785300000000003,336758.22590784414,6310632.775894564,4.481310357183174,2701.4084777180105,h3_r7
87b2c5424ffffff,1569,2474.5414000000014,757,1054.2436000000005,332012.58263089403,6299416.252976798,4.473792969481167,2700.44253603596,h3_r7
87b2c552affffff,364,590.2683999999999,250,355.5520999999999,334523.57438605867,6307237.5002554525,4.479469173948481,2701.2937253356795,h3_r7
87b2c5721ffffff,0,0.0,29,43.325399999999995,361146.2165380683,6281750.48875146,4.442125357970931,2690.7953757089563,h3_r7
87b2c51a3ffffff,2,2.9324,19,26.8736,361047.35515239206,6311500.423173973,4.468893943146904,2696.171770612942,h3_r7
87b2c51b2ffffff,5,7.3786000000000005,16,21.5362,352956.2167865358,6311211.4348817505,4.473049250864183,2697.920006268949,h3_r7
87b2c5085ffffff,0,0.0,2,2.8262,359908.67849777173,6293812.967289878,4.453654035713533,2693.248812145903,h3_r7
87b2c5190ffffff,1,1.5063,0,0.0,352673.39566495223,6306784.433405615,4.469236641025253,2697.189377147588,h3_r7
87b2c5454ffffff,0,0.0,1,1.7839,337183.20672866167,6285269.571484534,4.458270185453781,2696.7461524119135,h3_r7
