unit_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_x_32719,unit_y_32719,unit_area_km2,unit_bbox_span_m,geometry_source,support_endpoint_count,support_x_32719,support_y_32719,support_bbox_span_m,representation,tile_id,partition
199,131894,185304.3664,16866,24644.491899999997,357671.85838397336,6305857.274403599,0.7662549937810913,1870.608290716249,official_shapezona777,148760.0,357742.119783544,6305583.730485345,2186.0,zona777,E23_N420,test
2,7569,11382.8547,12163,17955.014,345634.1358386022,6302579.717532306,0.8410746366275389,1395.3666029460728,official_shapezona777,19732.0,345543.50815933506,6302626.91551794,1013.0,zona777,E23_N420,test
20,34506,50057.2162,27310,40232.7523,345380.201614963,6304838.878411807,0.6752728997847591,1118.9931938842635,official_shapezona777,61816.0,345356.4214281092,6305031.281804063,1658.0,zona777,E23_N420,test
200,15292,22115.5878,19760,27228.322,354050.183481247,6306578.942302169,12.3742677074912,7548.145075770502,official_shapezona777,35052.0,353387.15511240443,6305616.482055232,2923.0,zona777,E23_N420,test
201,49108,68358.0885,17645,24814.1727,355400.6199014615,6304341.217057548,0.513209128015401,1403.1248508746503,official_shapezona777,66753.0,355161.2567375249,6304158.479978428,1592.0,zona777,E23_N420,test
202,67947,99856.5246,69981,97475.97429999999,356899.0697909078,6308288.596903562,5.831944993670688,3336.2692966302857,official_shapezona777,137928.0,356565.48101183225,6308477.973536918,3687.0,zona777,E23_N420,test
203,4402,7530.7728,7348,10833.9033,361208.8682527093,6308287.873733385,1.7802676227495329,2259.223213358025,official_shapezona777,11750.0,360428.1161702128,6307547.322382979,1025.0,zona777,E24_N420,train
204,114479,166388.87579999998,49543,71392.2037,359693.383050306,6306916.733781455,1.3847113890749287,3280.8393101450056,official_shapezona777,164022.0,359913.78480935487,6306893.386045774,2506.0,zona777,E23_N420,test
206,1258925,1671285.2167999991,1472045,2024960.4613000005,351700.9623259166,6301910.60316869,1.7745900664328216,2068.8192218359327,official_shapezona777,2730970.0,351136.17565517017,6301222.358647293,3088.0,zona777,E23_N420,test
207,142960,193331.1977,105873,148538.3558,353193.49099696765,6302188.331446027,1.1226246847687888,1873.0881936224175,official_shapezona777,248833.0,353250.6725675453,6302049.135540704,2320.0,zona777,E23_N420,test
208,121417,168196.9503,147545,204736.39709999997,353839.0745467086,6303032.942290427,1.2950915619765302,2314.8962610088056,official_shapezona777,268962.0,353444.3252355352,6303064.106338442,1778.0,zona777,E23_N420,test
209,6048,9925.8614,41409,57406.2756,354968.10616086103,6303757.545945763,0.6818760054010166,1489.8394770073355,official_shapezona777,47457.0,354894.42876709445,6303898.513117137,1732.0,zona777,E23_N420,test
21,13520,21064.0776,14333,21221.586,343202.72250513313,6303988.05112657,0.4453896742276997,1264.705059511587,official_shapezona777,27853.0,343230.2000502639,6304131.5181488525,1527.0,zona777,E22_N420,validation
210,141211,194249.1987,125405,174040.8754,356103.228727161,6304254.543818606,0.7051446087842859,1531.361170086544,official_shapezona777,266616.0,356310.7630599814,6304178.600035257,1368.0,zona777,E23_N420,test
211,31277,44561.1716,76791,104812.4368,357314.4600042605,6304681.578643103,0.8577485332155785,1440.2157522327034,official_shapezona777,108068.0,357098.2712458822,6304873.827553022,1517.0,zona777,E23_N420,test
212,7204,12194.1953,65057,89862.0776,360046.4298486421,6306273.164399819,2.0775848657985434,2443.443959127704,official_shapezona777,72261.0,359487.5860699409,6306580.485337872,2457.0,zona777,E24_N420,train
213,836462,1090315.7373,900095,1220851.1207,354946.1582913657,6302957.820579538,0.9185484161480268,1705.099138565245,official_shapezona777,1736557.0,354289.90463946766,6302307.307069103,1865.0,zona777,E23_N420,test
