unit_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_x_32719,unit_y_32719,unit_area_km2,unit_bbox_span_m,representation,tile_id,partition
88b2c50909fffff,29793,41450.453499999996,30366,43847.8527,352024.4021149333,6292108.818846818,0.6366300803906543,942.2465145853348,h3_r8,E23_N419,train
88b2c5090bfffff,302030,418742.2046,315682,447639.52799999993,352561.51482115197,6291498.878471104,0.6365100437703742,942.1557525029639,h3_r8,E23_N419,train
88b2c5090dfffff,18227,24604.4117,10015,14130.8991,351148.15708478855,6291919.417624984,0.6366736655874836,942.3212262582965,h3_r8,E23_N419,train
88b2c50911fffff,11549,17097.4511,7057,10289.202800000001,353635.53954846924,6290279.23284045,0.6362699677612181,941.9742146374774,h3_r8,E23_N419,train
88b2c50913fffff,17590,26146.7941,19386,27427.9085,354172.4515573437,6289669.527577609,0.6361499284094588,941.8834388726973,h3_r8,E23_N419,train
88b2c50915fffff,35669,50360.6334,29815,42869.7897,352759.5022808709,6290089.821032204,0.6363135698343029,942.04892671993,h3_r8,E23_N419,train
88b2c50917fffff,62233,91736.40550000001,58351,83639.5315,353296.48354538257,6289480.112252521,0.6361935360881293,941.9581510816934,h3_r8,E23_N419,train
88b2c50919fffff,23517,35139.3364,19802,28799.5959,353974.6243356433,6291078.414478499,0.6363463760973563,941.9902637760388,h3_r8,E23_N419,train
88b2c5091bfffff,23839,35764.0089,16793,24161.676999999996,354511.5339953628,6290468.634373048,0.6362263320352834,941.8994924348663,h3_r8,E23_N419,train
88b2c5091dfffff,34098,50030.3259,24890,36027.3349,353098.56063436903,6290889.016470297,0.6363900062202023,942.0649858486722,h3_r8,E23_N419,train
88b2c50921fffff,20160,30504.3741,11660,16838.4661,349593.87777407974,6290131.321659982,0.6365641899425559,942.3637728721369,h3_r8,E23_N419,train
88b2c50923fffff,9424,13927.393100000001,7386,10726.2993,350131.133710981,6289521.523948308,0.6364441740252372,942.2730022079195,h3_r8,E23_N419,train
88b2c50925fffff,15735,24398.0059,10803,15897.9221,348717.60012382665,6289941.872260389,0.6366076516143676,942.4384442759911,h3_r8,E23_N419,train
88b2c50927fffff,21099,31682.7875,20750,30100.226599999998,349254.9253177312,6289332.0710322,0.6364876413710461,942.3476737607853,h3_r8,E23_N419,train
88b2c50929fffff,118583,168506.4191,122014,174646.1808,349932.8590886476,6290930.633362731,0.6366407151841188,942.3798575507244,h3_r8,E23_N419,train
88b2c5092bfffff,18313,25645.0949,17012,24728.8544,350470.11266598845,6290320.760780241,0.6365206945525165,942.2890913184383,h3_r8,E23_N419,train
88b2c5092dfffff,9754,14250.5833,8211,11770.3921,349056.55494098895,6290741.197766548,0.6366842049016368,942.4545389507548,h3_r8,E23_N419,train
88b2c50931fffff,324516,434948.97630000004,315978,445064.8861,351544.41912378103,6289101.250778027,0.6362806504847602,942.1075451382785,h3_r8,E23_N419,train
88b2c50933fffff,110655,157199.2597,128746,182499.3286,352081.471991994,6288491.61335038,0.636160627087338,942.0167652109521,h3_r8,E23_N419,train
88b2c50935fffff,69530,101375.4998,83383,120918.21949999999,350668.32274557324,6288911.804627566,0.6363241571780243,942.1822269721888,h3_r8,E23_N419,train
88b2c50937fffff,14520,20348.6094,11885,17647.7237,351205.44487172586,6288302.163693786,0.6362041394166753,942.0914471774595,h3_r8,E23_N419,train
88b2c50939fffff,737049,1018990.5479,810425,1160640.7825,351883.42220827803,6289900.398947781,0.6363571382445531,942.1236286800122,h3_r8,E23_N419,train
88b2c5093bfffff,15126,21445.7362,9084,13085.124099999999,352420.4727289571,6289290.686652835,0.636237110117455,942.0328531723935,h3_r8,E23_N419,train
88b2c5093dfffff,37788,52166.8179,36891,53788.7436,351007.29934640846,6289710.966586661,0.636400672980076,942.1983205120778,h3_r8,E23_N419,train
88b2c50941fffff,23482,33985.1555,17766,25274.5661,351826.3167595047,6293518.318589503,0.6368265431406875,942.3533034741413,h3_r8,E23_N419,train
88b2c50943fffff,25049,35161.5036,17960,25673.232099999997,352363.4939818796,6292908.225000491,0.6367065027984138,942.2625504209427,h3_r8,E23_N419,train
88b2c50945fffff,33288,48549.3563,32994,46916.0286,350949.97604802984,6293328.934738731,0.6368701507589698,942.4280249883304,h3_r8,E23_N419,train
88b2c50947fffff,36934,52509.9353,31691,45619.6244,351487.22252184636,6292718.83760138,0.6367501160587887,942.3372720819898,h3_r8,E23_N419,train
88b2c50949fffff,23877,33990.4846,16597,23839.3461,352165.43978437537,6294317.860571115,0.6369029468113994,942.3693204256124,h3_r8,E23_N419,train
88b2c5094bfffff,15696,22540.7014,17616,24991.4812,352702.6146319092,6293707.692157276,0.6367829018104683,942.2785718231462,h3_r8,E23_N419,train
88b2c5094dfffff,84196,121572.5494,80393,113704.76729999999,351289.072661803,6294128.490559244,0.6369465825019462,942.4440519249765,h3_r8,E23_N419,train
88b2c50951fffff,395,557.6844,464,668.6436,353776.76369261893,6292487.590449894,0.6365428089235006,942.0970608499483,h3_r8,E23_N419,train
88b2c50953fffff,13653,20468.6559,10247,14961.299,354313.73789352423,6291877.657148482,0.6364227610743622,942.0062984973192,h3_r8,E23_N419,train
88b2c50955fffff,149183,210031.04570000002,167876,239144.1925,352900.60432278365,6292298.209788278,0.6365864614984044,942.1717927794671,h3_r8,E23_N419,train
88b2c50957fffff,48770,72198.5705,35174,50978.7488,353437.6477760788,6291688.272948928,0.6364664192560519,942.0810305598425,h3_r8,E23_N419,train
88b2c50959fffff,906,1454.4873,625,868.1158,354115.9083705997,6293286.968954977,0.6366191751987237,942.1130767120048,h3_r8,E23_N419,train
88b2c5095bfffff,2336,3401.4798,2327,3282.1962,354652.88020872767,6292676.960832188,0.6364991226781531,942.0223188003292,h3_r8,E23_N419,train
88b2c5095dfffff,197767,272966.8832,203015,284520.8614,353239.722603371,6293097.602118179,0.6366628558406479,942.1878186275135,h3_r8,E23_N419,train
88b2c50961fffff,437688,560676.6413999998,494154,668126.7937,349734.5511490477,6292340.031956786,0.6368372414422862,942.4866849997779,h3_r8,E23_N419,train
88b2c50963fffff,1470,2113.9301,2749,3753.7338,350271.86924807297,6291730.00612225,0.6367172170811194,942.3959277987597,h3_r8,E23_N419,train
88b2c50965fffff,19773,30080.9353,15162,21938.2762,348858.15126774495,6292150.613710245,0.6368807535409984,942.5613762402791,h3_r8,E23_N419,train
88b2c50967fffff,24037,35699.9057,20209,29086.3379,349395.5386205156,6291540.584338082,0.6367607348543279,942.4706191947917,h3_r8,E23_N419,train
88b2c50969fffff,214538,289861.06169999996,226518,314775.5285,350073.5925132127,6293139.540604438,0.6369137246545764,942.5027363646659,h3_r8,E23_N419,train
88b2c5096bfffff,2471,3415.2499000000003,921,1281.5535,350610.90823899256,6292529.439920321,0.6367936956109663,942.4119836104801,h3_r8,E23_N419,train
88b2c5096dfffff,5164,7999.3533,3551,5136.684200000001,349197.166170786,6292950.13618609,0.6369572648126873,942.5774375949986,h3_r8,E23_N419,train
88b2c50985fffff,16068,24785.0494,17330,25769.7283,354568.00565193105,6286852.621183446,0.635756988882403,941.6697057570564,h3_r8,E23_N419,train
88b2c50987fffff,29773,45022.86,25770,38967.4115,355104.7215623363,6286243.300723832,0.6356369564940718,941.5789076120127,h3_r8,E23_N419,train
88b2c50989fffff,4058,6265.7188,7161,10262.4702,355782.78609170334,6287840.881951531,0.6357898052104839,941.6110843907809,h3_r8,E23_N419,train
88b2c5098dfffff,3557,5080.643,2083,3025.4993,354907.0258509413,6287651.456111789,0.6358334296385523,941.6857969480334,h3_r8,E23_N419,train
88b2c50995fffff,12246,18486.6455,7492,10944.6421,356516.9657969618,6285823.505185133,0.6354733157910559,941.41340221063,h3_r8,E23_N419,train
88b2c50997fffff,2915,4432.861,2676,3811.3514999999998,357053.4785597109,6285214.344905248,0.6353532762914176,941.3225949920597,h3_r8,E23_N419,train
88b2c509a1fffff,27721,39615.7491,18835,27306.1704,353353.26417001244,6285864.383748863,0.635724059638197,941.7282826197916,h3_r8,E23_N419,train
88b2c509a3fffff,34650,50915.3488,28078,40868.5134,353890.051662599,6285255.134690272,0.6356040376110027,941.6374801913626,h3_r8,E23_N419,train
88b2c509a5fffff,12603,17634.6784,18383,26872.447300000003,352477.4713339736,6285674.9098592065,0.6357675607957256,941.8029549545608,h3_r8,E23_N419,train
88b2c509a7fffff,132291,179998.7976,136049,194131.57390000002,353014.3280885813,6285065.657325927,0.6356475443656028,941.7121526362607,h3_r8,E23_N419,train
88b2c509a9fffff,21028,30566.48,15175,22131.1133,353692.2290807057,6286663.1713136565,0.63580055167698,941.7443982088007,h3_r8,E23_N419,train
88b2c509abfffff,21140,30302.596,6870,10119.1916,354229.0142513673,6286053.8473702315,0.6356805248677481,941.6536001707427,h3_r8,E23_N419,train
88b2c509adfffff,154841,214545.63179999997,157650,224194.0894,352816.4097385609,6286473.711174525,0.6358440808530796,941.8190805442864,h3_r8,E23_N419,train
88b2c509b1fffff,36694,56494.6709,33118,49078.5297,355302.38376795757,6284835.434562687,0.6354404688585664,941.4719906072132,h3_r8,E23_N418,validation
88b2c509b3fffff,43786,69769.6894,37664,57732.4224,355838.9681018026,6284226.345690584,0.6353204396969789,941.3811791003682,h3_r8,E23_N418,validation
88b2c509b5fffff,43831,63162.2091,42726,60785.89849999998,354426.7722102708,6284645.963994756,0.6354840147875969,941.5466732671484,h3_r8,E23_N418,validation
88b2c509b7fffff,37935,55540.353800000004,25654,37632.6595,354963.42580698314,6284036.871658318,0.6353639911909311,941.4558618575102,h3_r8,E23_N418,validation
88b2c509b9fffff,38750,59844.0475,34466,50788.6757,355641.370532486,6285634.05861935,0.6355169233112875,941.4881049729302,h3_r8,E23_N419,train
88b2c509bdfffff,23976,36095.1613,16424,23718.816799999997,354765.73248246725,6285444.601787904,0.635560497254402,941.5627976353862,h3_r8,E23_N419,train
88b2c509c1fffff,2828,4010.704,86,127.83709999999999,355585.15259086934,6289249.309241269,0.6359862412938967,941.7179361312883,h3_r8,E23_N419,train
88b2c509c3fffff,9335,13672.2651,5087,7196.5639,356121.86151448434,6288639.764207026,0.6358661946517601,941.627151189372,h3_r8,E23_N419,train
88b2c509c5fffff,22404,32444.9886,18947,27136.1727,354709.2966548973,6289059.900677817,0.6360298881885007,941.7926585717942,h3_r8,E23_N419,train
88b2c509c7fffff,28289,40259.2681,27668,39590.4151,355246.07483504195,6288450.352137113,0.6359098471158008,941.7018737402977,h3_r8,E23_N419,train
88b2c509c9fffff,20283,31434.332,14719,21480.3403,355924.25910505117,6290048.3274060935,0.6360626121548764,941.7339841201319,h3_r8,E23_N419,train
88b2c509cdfffff,35308,52635.129,31322,44845.155099999996,355048.3767491351,6289858.932628622,0.6361062870953531,941.8087165502366,h3_r8,E23_N419,train
88b2c509d5fffff,10827,15888.1686,9598,13984.0246,356658.5035139114,6288030.29752193,0.6357461471893466,941.5363617349649,h3_r8,E23_N419,train
88b2c509e1fffff,20491,31271.8861,29415,42061.7538,353494.37303456804,6288071.497184003,0.6359970512044562,941.8512885209057,h3_r8,E23_N419,train
88b2c509e3fffff,36667,54341.2812,31475,45318.4592,354031.22280732007,6287462.020002175,0.6358770204609593,941.7604993975256,h3_r8,E23_N419,train
88b2c509e5fffff,19659,28651.5851,15806,22609.378800000002,352618.457944944,6287882.054299753,0.6360406028061453,941.9259807391791,h3_r8,E23_N419,train
88b2c509e7fffff,13415,18898.3525,9828,14011.0812,353155.3769765424,6287272.573622171,0.6359205776623056,941.8351917347172,h3_r8,E23_N419,train
88b2c509e9fffff,20962,30669.8657,18741,26674.090200000002,353833.3978992897,6288870.481841868,0.6360735014596981,941.8673709005816,h3_r8,E23_N419,train
88b2c509ebfffff,30161,44116.3004,15893,23131.521800000002,354370.24533650256,6288260.929796279,0.635953465970565,941.7765861870721,h3_r8,E23_N419,train
88b2c509edfffff,11403,16104.1351,6805,9631.8675,352957.45633975265,6288681.0527329,0.6361170810973665,941.942073116661,h3_r8,E23_N419,train
88b2c50a21fffff,11658,17453.4171,8859,12640.2187,358101.390301017,6297052.965301102,0.6367928251323136,941.9525897973217,h3_r8,E23_N419,train
88b2c50a23fffff,2146,3034.2885,1820,2577.7703,358638.14491214557,6296442.668725774,0.636672737369192,941.8618492998648,h3_r8,E23_N419,train
88b2c50a25fffff,34057,51337.424100000004,38565,55093.53,357225.22797144554,6296863.68470169,0.636836719095672,942.0274019280914,h3_r8,E23_N419,train
88b2c50a27fffff,16003,23992.6866,16994,24354.8912,357762.0518269318,6296253.384545889,0.6367166368767495,941.9366615567706,h3_r8,E23_N419,train
88b2c50a29fffff,3,4.4808,1,1.3559,358440.75741685845,6297852.60694339,0.63686898988763,941.9685036122683,h3_r8,E23_N419,train
88b2c50a2bfffff,2759,4100.1094,1734,2496.2313,358977.5096485284,6297242.235617565,0.6367488975280419,941.8777675759629,h3_r8,E23_N419,train
88b2c50a2dfffff,25643,37215.2297,22176,31420.8504,357564.56882628496,6297663.340214966,0.636912911951749,942.0433257088298,h3_r8,E23_N419,train
88b2c50a4dfffff,381,573.3651,450,626.5462,359798.51202868356,6301051.782017562,0.6371734135290661,942.0320145803271,h3_r8,E23_N420,test
88b2c50a61fffff,622,892.2748,952,1281.7297,358243.3364600772,6299262.833855439,0.6370652271043807,942.0751299781259,h3_r8,E23_N419,train
88b2c50a63fffff,0,0.0,462,625.9433,358780.15316100826,6298652.309454472,0.6369451311240718,941.9844030003878,h3_r8,E23_N419,train
88b2c50a65fffff,20936,30038.375500000002,19337,27056.771099999998,357367.0523850431,6299073.584608215,0.6371091717270072,942.1499619061942,h3_r8,E23_N419,train
88b2c50a67fffff,1086,1586.7753,2620,3565.2687,357903.9383269805,6298463.056605643,0.6369890812940548,942.0592350610532,h3_r8,E23_N419,train
88b2c50a6bfffff,0,0.0,428,569.7473,359119.5775200083,6299452.072816063,0.637021248822069,942.0002879584208,h3_r8,E23_N419,train
88b2c50a6dfffff,1576,2340.7584,1108,1589.9757,357706.4529124907,6299873.436594605,0.6371853221015873,942.1658523483202,h3_r8,E23_N419,train
88b2c50b01fffff,470650,638330.1911,519068,728993.1869999999,354059.3847948782,6296906.170450758,0.6370882635223787,942.3425130891846,h3_r8,E23_N419,train
88b2c50b03fffff,20532,30182.5935,20039,28769.680900000003,354596.48324734217,6296295.781200455,0.6369681990101734,942.2517777194153,h3_r8,E23_N419,train
88b2c50b05fffff,9209,12473.0077,10658,14548.3179,353182.98144827073,6296716.852294428,0.6371320171808874,942.4172846506117,h3_r8,E23_N419,train
88b2c50b07fffff,84394,113527.3729,92062,128810.4489,353720.1491465247,6296106.459463943,0.6370119582838866,942.32654942933,h3_r8,E23_N419,train
88b2c50b09fffff,41425,55606.2096,32862,46699.6151,354398.64915926947,6297705.942349415,0.6371645452716393,942.3584623052739,h3_r8,E23_N419,train
88b2c50b0bfffff,12968,18531.6011,11120,15817.8195,354935.7452216917,6297095.478320446,0.6370444761590631,942.2677314075409,h3_r8,E23_N419,train
88b2c50b0dfffff,33758,45476.889800000004,24470,34491.073,353522.21948796103,6297516.6380674755,0.6372083270284894,942.4332438384881,h3_r8,E23_N419,train
88b2c50b11fffff,29860,44368.9737,30474,44165.4659,356009.7367747617,6295874.785339869,0.6368043349618608,942.0862557859509,h3_r8,E23_N419,train
88b2c50b13fffff,92925,137809.6904,90240,128094.4069,356546.63225310575,6295264.556380451,0.636684262919799,941.9955110852607,h3_r8,E23_N419,train
88b2c50b15fffff,49845,71927.9978,36358,51953.6603,355133.5148391981,6295685.47031267,0.6368481335119108,942.1610377468751,h3_r8,E23_N419,train
88b2c50b17fffff,55332,80372.0762,59366,84342.4554,355670.4795642891,6295075.23778349,0.6367280670479852,942.0702931772103,h3_r8,E23_N419,train
88b2c50b19fffff,15917,24829.0657,15807,22665.5242,356349.02267550986,6296674.393818799,0.636880579404005,942.1022039636155,h3_r8,E23_N419,train
88b2c50b1bfffff,20146,30192.6107,20631,29408.1879,356885.9157759062,6296064.090084097,0.6367605027439909,942.0114637191873,h3_r8,E23_N419,train
88b2c50b1dfffff,38378,56593.1091,35803,51604.1426,355472.7744289086,6296485.092651897,0.636924406046378,942.1769958948134,h3_r8,E23_N419,train
88b2c50b21fffff,54498,72696.9628,46439,64028.1979,351967.35224998475,6295727.7851336,0.6370993757032717,942.4760624745395,h3_r8,E23_N419,train
88b2c50b23fffff,24330,33310.4434,18203,26046.2238,352504.5915830636,6295117.463527976,0.6369793270540555,942.3853229387896,h3_r8,E23_N419,train
88b2c50b25fffff,64170,90138.20629999999,48481,68106.6805,351090.8894857054,6295538.432538703,0.6371430338264885,942.5508038019179,h3_r8,E23_N419,train
88b2c50b27fffff,66098,97458.1418,57968,82635.8176,351628.1980669205,6294928.107363617,0.6370229908243139,942.4600644231541,h3_r8,E23_N419,train
88b2c50b29fffff,4171,5387.4605,5752,7833.6693000000005,352306.5351975906,6296527.523850927,0.6371757371240238,942.4920460860594,h3_r8,E23_N419,train
88b2c50b2bfffff,36827,49886.9034,40179,55839.5242,352843.7721421664,6295917.127441835,0.6370556838520056,942.4013110148953,h3_r8,E23_N419,train
88b2c50b2dfffff,213338,291016.3182,217299,300357.6079,351430.0460585589,6296338.185119724,0.6372194233341703,942.5667973898817,h3_r8,E23_N419,train
88b2c50b31fffff,17477,24947.790399999998,15636,23015.4916,353918.0454478423,6294696.569743268,0.6368155743043661,942.2198270376539,h3_r8,E23_N419,train
88b2c50b33fffff,18409,26037.3171,10873,15992.5428,354455.08179662965,6294086.408445961,0.636695518069805,942.1290781520656,h3_r8,E23_N419,train
88b2c50b35fffff,124611,176407.4906,120128,172085.0065,353041.7640516279,6294507.220298948,0.6368592774081306,942.2945787945646,h3_r8,E23_N419,train
88b2c50b37fffff,2420,3338.8756,2919,4345.5469,353578.8696495237,6293897.055442588,0.6367392267831513,942.203830049606,h3_r8,E23_N419,train
88b2c50b39fffff,40026,57082.9579,36563,52530.0737,354257.2499849191,6295496.145001973,0.6368918983864518,942.2358095973032,h3_r8,E23_N419,train
88b2c50b3bfffff,57830,84973.4531,57992,83199.0747,354794.28395729937,6294885.908904605,0.6367718375138889,942.1450651639607,h3_r8,E23_N419,train
88b2c50b3dfffff,257624,345434.51790000004,263238,374106.50179999997,353380.9422276372,6295306.809407253,0.6369356295726557,942.310571330192,h3_r8,E23_N419,train
88b2c50b41fffff,22365,30573.264,14842,21299.384,354200.78171438223,6299116.392301798,0.6373608761911784,942.4651188766584,h3_r8,E23_N419,train
88b2c50b43fffff,5599,7772.4306,10124,14032.6517,354737.94222626986,6298505.775141632,0.6372408035115028,942.3743970800424,h3_r8,E23_N419,train
88b2c50b45fffff,145100,199202.4204,160079,220923.2677,353324.25649349036,6298927.105504187,0.6374046804348213,942.5399102253723,h3_r8,E23_N419,train
88b2c50b47fffff,99454,135223.7309,110447,153112.4347,353861.4862478095,6298316.484742697,0.6372846133712197,942.4491885824827,h3_r8,E23_N419,train
88b2c50b49fffff,25812,35038.9595,23835,32866.7188,354540.1058742376,6299916.36072647,0.6374371154679509,942.481034721015,h3_r8,E23_N419,train
88b2c50b4bfffff,12662,17829.9147,4693,6638.3469000000005,355077.2639824401,6299305.668809114,0.6373170382228976,942.3903174089501,h3_r8,E23_N419,train
88b2c50b4dfffff,48057,66045.6626,45719,63689.4264,353663.5543650547,6299727.087828052,0.6374809478246829,942.5558360362193,h3_r8,E23_N419,train
88b2c50b51fffff,6009,8404.6726,6541,9091.7896,356151.3796780455,6298084.520050773,0.6370768806479112,942.208868893329,h3_r8,E23_N419,train
88b2c50b53fffff,69164,99042.564,68959,96608.2433,356688.3372531013,6297474.063202022,0.6369568003589611,942.1181377103785,h3_r8,E23_N419,train
88b2c50b55fffff,117630,156792.86210000003,109414,151376.0543,355275.0358945348,6297895.2363436725,0.63712072980785,942.2836706546368,h3_r8,E23_N419,train
88b2c50b57fffff,18462,26024.437299999998,17375,24501.0748,355812.0627130029,6297284.775904024,0.6370006550988327,942.1929396115011,h3_r8,E23_N419,train
88b2c50b59fffff,18168,25885.6778,15456,21363.3172,356490.7253105948,6298884.325073861,0.6371530826776397,942.2247837355826,h3_r8,E23_N419,train
88b2c50b5bfffff,7739,10856.6181,6943,9743.4726,357027.6804940952,6298273.793471254,0.6370329978057659,942.1340570261236,h3_r8,E23_N419,train
88b2c50b5dfffff,31824,45847.9062,30148,42167.3189,355614.355252438,6298695.055251842,0.6371969599427133,942.2995954616927,h3_r8,E23_N419,train
88b2c50b61fffff,19468,27177.9859,15059,20757.9052,352108.44549686776,6297937.873076537,0.6373721319102346,942.5987412141403,h3_r8,E23_N419,train
88b2c50b63fffff,216836,285594.2352,216862,300688.49069999997,352645.74689632666,6297327.323497325,0.637252075066187,942.5080152497394,h3_r8,E23_N419,train
88b2c50b65fffff,50853,71532.1391,37451,52511.6218,351231.86075583484,6297748.551808247,0.6374158405659075,942.6735023317742,h3_r8,E23_N419,train
88b2c50b67fffff,384462,514152.60059999995,403803,560903.3265,351769.23140008526,6297137.998638429,0.637295789368043,942.5827765260474,h3_r8,E23_N419,train
88b2c50b69fffff,3949,5602.3067,2270,3104.9908,352447.6883354818,6298737.80841575,0.6374484509415688,942.6146914481069,h3_r8,E23_N419,train
88b2c50b6bfffff,12517,17088.541,10157,14015.3871,352984.9873327683,6298127.18405451,0.6373283895079497,942.523969962087,h3_r8,E23_N419,train
88b2c50b6dfffff,26737,37444.2927,21727,30290.689,351571.0772560872,6298548.5010359585,0.6374921876995747,942.6894625367713,h3_r8,E23_N419,train
88b2c51801fffff,30356,45527.9789,45944,63706.7698,358811.69293414615,6308108.511675894,0.6381540617637745,942.5644870582619,h3_r8,E23_N420,test
88b2c51803fffff,46467,70297.1516,53238,75662.2283,359348.75755250413,6307497.076408168,0.6380339340184513,942.4738146914751,h3_r8,E23_N420,test
88b2c51805fffff,191,285.5742,691,955.2877,357934.9226407001,6307919.388545003,0.6381982093008087,942.6393979705754,h3_r8,E23_N420,test
88b2c51807fffff,10,15.494,0,0.0,358472.05648630497,6307307.949590998,0.6380780871137619,942.5487257637433,h3_r8,E23_N420,test
