unit_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_x_32719,unit_y_32719,unit_area_km2,unit_bbox_span_m,representation,tile_id,partition
87b2c5529ffffff,571899,849738.3056000002,518297,762164.2294000001,338574.862355671,6307382.811534597,4.477414389064188,2700.4234305104474,h3_r7,E22_N420,validation
87b2c552affffff,795,1304.2394,434,625.0277,334523.57438605867,6307237.5002554525,4.479469173948481,2701.2937253356795,h3_r7,E22_N420,validation
87b2c552bffffff,130223,212375.48150000002,122395,184065.8961,336479.79629192105,6306202.935802191,4.4774860078513425,2700.6752724964754,h3_r7,E22_N420,validation
87b2c552cffffff,37,42.8481,22,31.7853,336758.22590784414,6310632.775894564,4.481310357183174,2701.4084777180105,h3_r7,E22_N420,validation
87b2c552dffffff,14109,20884.3282,9029,13221.4067,338714.3520574783,6309597.554104374,4.4793258325368654,2700.7898723048274,h3_r7,E22_N420,validation
87b2c5540ffffff,335072,489800.1434999999,261644,379102.1465999999,344158.707219383,6299855.822911156,4.467637758887238,2697.8340276189265,h3_r7,E22_N419,train
87b2c5541ffffff,6310627,8638934.648299977,6960505,9699824.55450001,346111.7491694483,6298823.336847804,4.465652855869001,2697.215293936024,h3_r7,E23_N419,train
87b2c5542ffffff,546198,776999.9302999998,594961,854285.7668,342065.27336663415,6298676.722880483,4.467710068679514,2698.0856403747457,h3_r7,E22_N419,train
87b2c5543ffffff,2957059,4355846.918600012,3199729,4496058.6788,344018.65630337433,6297644.406565458,4.465726062878219,2697.4670154258492,h3_r7,E22_N419,train
87b2c5544ffffff,146074,228482.56609999997,114508,168811.5789,344298.8165532623,6302067.860592585,4.469548914999263,2698.2008064044057,h3_r7,E22_N420,validation
87b2c5545ffffff,810675,1159134.7626000002,849693,1205043.0481999998,346252.10440781544,6301034.886975246,4.4675635482357094,2697.5820281384513,h3_r7,E23_N420,test
87b2c5546ffffff,178136,270495.16870000004,159339,232466.0467,342205.0782617058,6300888.626875909,4.469622228496264,2698.4526972031454,h3_r7,E22_N420,validation
87b2c5548ffffff,673254,945737.5022000003,672729,960269.1185000001,347923.6609335578,6295580.727307302,4.4617567576249,2696.229574237077,h3_r7,E23_N419,train
87b2c5549ffffff,349262,483694.4358999998,350198,492360.4094,349875.2824828263,6294549.364177525,4.4597714635737535,2695.610758771887,h3_r7,E23_N419,train
