origin,cached_area_km2,area_epsg5070_km2,cached_over_projected
36059302502,1.539300178500071e-09,14.42976243671022,1.0667536525646429e-10
36059302900,2.0670196249999457e-10,1.9386380498500124,1.0662225602968361e-10
36059303000,1.29736514500031e-10,1.2169789354285956,1.0660539038363913e-10
36081019400,3.258629250003252e-11,0.3058954062347115,1.0652756411460875e-10
36081020500,6.263963500000542e-11,0.5876268033345875,1.0659764776648417e-10
36081095400,1.45575762000103e-10,1.3684490553048956,1.0638011070691133e-10
36081127700,1.1395551850000368e-10,1.0691192577698583,1.0658821985651116e-10
36081042400,5.502264699998001e-11,0.5164386344053649,1.0654246861940124e-10
36059303101,1.633085739999985e-10,1.5313596364682571,1.0664286174907526e-10
36059303102,1.582415789999716e-10,1.4838978398303628,1.06639132932535e-10
36059414202,8.487509399997789e-11,0.797008604137081,1.0649206741233606e-10
36059414301,9.914547249998844e-11,0.9311342542753935,1.0647817116033736e-10
36059414400,2.9481290400000947e-10,2.7688038140807754,1.0647663171393218e-10
36059414501,1.7270599349998534e-10,1.622387239751753,1.0645177012512233e-10
36059414502,1.9932044099995392e-10,1.8724456515303503,1.0644925305952099e-10
36059414600,1.5992438549998688e-10,1.5012976963145008,1.0652409971225651e-10
36059414700,1.6096956299998416e-10,1.5111028342816122,1.065245589831152e-10
36055990000,2.0010392752250202e-07,1799.1333921441963,1.1122239651392351e-10
36055980100,4.2160671399999567e-10,3.80480032370706,1.1080915636309121e-10
36055012401,1.3453788669999812e-09,12.195915652219353,1.103138874820896e-10
36055012402,1.0085349707499988e-08,91.37401963064018,1.103743684284422e-10
36081062200,4.6585634499994237e-11,0.43727204703265243,1.0653695980826221e-10
36081079702,3.043791049998043e-11,0.28545182379109474,1.0663063943937571e-10
36081990100,1.3903554936999829e-08,130.80016922320377,1.0629615404605576e-10
36081030600,1.4412841350000347e-10,1.3533881647283086,1.0649451299800387e-10
36065025500,9.001015476000154e-09,81.56296845628385,1.1035664403048942e-10
36027120000,8.769093999999895e-09,80.73589356290692,1.0861456550508463e-10
36027140500,8.588375204999982e-10,7.944113085235842,1.0810993137750649e-10
36075020102,3.464495813000037e-08,310.98000335154654,1.1140574235198032e-10
36075021202,4.470557904999951e-09,40.28692727913137,1.1096795429508222e-10
36075021003,2.8494011194999347e-09,25.689017393880228,1.1091903889553728e-10
36075020503,1.024376683899994e-08,92.23093304057943,1.1106649907241993e-10
36075020303,1.0049634951499846e-08,90.23807596682433,1.1136801005370011e-10
