origin,tile,cpc,cpc_numerator,observed_mass,predicted_mass,full_domain_observed_mass,destination_count,l1_error
36059405700,399,0.4919037637027389,10075.172888159499,10241.0,10240.999999999998,13013.0,169,10406.827111840501
36059405800,399,0.4701307940447459,8190.618693847562,8711.0,8711.0,10522.0,169,9231.381306152438
36059405900,399,0.5718475348802617,10351.584076402498,9051.0,9051.000000000002,12293.0,169,7750.415923597502
36059406001,399,0.514524585160937,8391.895983974884,8155.0,8154.999999999999,11151.0,169,7918.104016025116
36059406002,399,0.4710702577624838,6114.4919457570395,6490.0,6490.0,8813.0,169,6865.5080542429605
36059406100,399,0.5235817787338923,6356.282793829454,6070.0,6070.0,7700.0,169,5783.717206170547
36059406201,399,0.3931845732564654,3697.5077269037993,4702.0,4702.0,6366.0,169,5706.4922730962
36059406202,399,0.4366834337307578,10016.64460291612,11469.0,11468.999999999998,14750.0,169,12921.355397083877
36059406300,399,0.3644052366434737,4385.252617767562,6017.0,6016.999999999999,7671.0,169,7648.747382232437
36059406400,399,0.45423674222226074,10334.794359040876,11376.0,11376.0,14486.0,169,12417.205640959124
36059406501,399,0.4516552826950987,11998.67424007799,13283.0,13282.999999999998,15804.0,169,14567.325759922009
36059406600,399,0.4321381324350436,6941.866959436542,8032.0,8032.000000000001,9604.0,169,9122.13304056346
36059406701,399,0.5360845674665549,5261.133945116769,4907.0,4906.999999999999,6051.0,169,4552.86605488323
36059406702,399,0.4634555276979959,7879.670881921328,8501.0,8501.0,10169.0,169,9122.329118078673
36059406801,399,0.5649454101768137,8740.83538625566,7736.0,7735.999999999999,9559.0,169,6731.16461374434
36059406802,399,0.5866325433337254,9562.110456339724,8150.0,8150.0,9741.0,169,6737.889543660276
36059406900,399,0.4900427802687587,12839.120843041479,13100.0,13100.0,15888.0,169,13360.879156958521
36059407000,399,0.45301588784365987,12747.867083920595,14070.0,14070.0,18432.0,169,15392.13291607941
36059407101,399,0.46271977881529835,7745.9290973680945,8370.0,8370.0,10447.0,169,8994.070902631905
36059407102,399,0.4970385523017484,11948.806797334033,12020.0,12020.0,15439.0,169,12091.193202665967
36059407201,399,0.46034883423650796,7450.285533283644,8092.0,8091.999999999999,9936.0,169,8733.714466716356
36059407203,399,0.5258610405212591,6485.97007378921,6167.0,6167.0,7735.0,169,5848.02992621079
36059407204,399,0.542825396305009,5886.398597531519,5422.0,5422.0,6432.0,169,4957.601402468482
36059407301,399,0.45797595126551516,9429.72483655696,10295.0,10295.000000000002,12552.0,169,11160.275163443042
36059407302,399,0.5039669167266201,9628.791910978804,9553.0,9553.0,11729.0,169,9477.208089021196
36059407401,399,0.48333272405064076,10128.720565205229,10478.0,10478.0,12857.0,169,10827.279434794771
36059407402,399,0.452869483341928,5669.925931440937,6260.0,6260.0,7673.0,169,6850.074068559062
36059407501,399,0.48526126434218597,9688.726403856084,9983.0,9982.999999999998,13188.0,169,10277.273596143914
36059407502,399,0.4807249857436202,9077.049180811038,9441.0,9441.0,12226.0,169,9804.950819188964
36059407600,399,0.4844946274627894,10409.851565665493,10743.0,10743.000000000002,12858.0,169,11076.148434334507
36059407700,399,0.5590042256641892,10883.812273681766,9735.0,9735.0,12033.0,169,8586.187726318236
36059407801,399,0.4675456529257094,10215.872516426749,10925.0,10925.0,13536.0,169,11634.127483573251
36059407802,399,0.3624347326005616,2188.3809154421906,3019.0,3019.0,3851.0,169,3849.6190845578094
36059407900,399,0.46033553056506127,10829.853692073631,11763.0,11763.0,14244.0,169,12696.146307926369
36059408000,399,0.44880112945486417,10619.532325160997,11831.0,11831.000000000004,14860.0,169,13042.467674839007
36059408100,399,0.5250014109883139,13834.837182364046,13176.0,13176.0,16195.0,169,12517.162817635952
36059408200,399,0.3978062098391797,8221.063132536487,10333.0,10333.0,12596.0,169,12444.936867463513
36059408300,399,0.46473240430348794,11697.314616318792,12585.0,12585.0,16084.0,169,13472.685383681208
36059408400,399,0.4954422262157181,8040.036447028672,8114.0,8114.0,10272.0,169,8187.963552971327
36059408500,399,0.5514618060424831,13445.741754927822,12191.0,12191.0,15385.0,169,10936.258245072178
36059408600,399,0.4550804509671924,8714.790636021735,9575.0,9575.0,12386.0,169,10435.209363978265
36059408700,399,0.5323881459754061,8946.25040497072,8402.0,8402.0,10788.0,169,7857.749595029278
36059408800,399,0.5497357619318006,15387.103976471095,13995.0,13995.0,17890.0,169,12602.896023528901
36059408900,399,0.5056283411817586,11774.061552758429,11643.0,11642.999999999996,14119.0,169,11511.938447241566
36059409000,399,0.5348875505246395,10346.864777348628,9672.0,9672.0,12514.0,169,8997.135222651374
36059409100,399,0.4953577252790262,10026.040359647492,10120.0,10120.0,12179.0,169,10213.95964035251
36059409200,399,0.4786092840380668,10189.591657170444,10645.0,10645.0,12976.0,169,11100.408342829558
36059409300,399,0.5744591896337391,10597.62313036322,9224.0,9223.999999999998,11512.0,169,7850.376869636781
36059409400,399,0.44491458829877273,7334.861902693564,8243.0,8243.0,10391.0,169,9151.138097306433
36059409500,399,0.5333149801100698,8064.789129224475,7561.0,7561.0,9366.0,169,7057.210870775525
36059409600,399,0.486578255216762,9961.230040797549,10236.0,10235.999999999998,12976.0,169,10510.76995920245
36059409700,399,0.5217760003834682,8457.98896621602,8105.0,8105.0,10106.0,169,7752.011033783981
36059410000,399,0.4591734557422664,4972.848525688743,5415.0,5415.0,9138.0,169,5857.151474311255
36059410100,399,0.507651018604677,10876.930724623806,10713.0,10713.000000000004,14176.0,169,10549.069275376194
36059410200,399,0.5219272570762183,6780.8789239342295,6496.0,6496.0,8411.0,169,6211.1210760657705
36059410600,399,0.4416809301140213,9145.445338940923,10353.0,10353.0,18164.0,169,11560.554661059075
36059410700,399,0.4546978181171971,7310.631519688295,8039.0,8039.0,15414.0,169,8767.368480311705
36059411800,399,0.5083535843795051,9431.992404577339,9277.0,9277.0,13370.0,169,9122.007595422663
36059411901,399,0.5107112939207472,5695.452349804173,5576.0,5576.0,8489.0,169,5456.547650195827
36059411902,399,0.39128873355694826,4538.949309260598,5800.0,5799.999999999999,9579.0,169,7061.0506907394
36059412000,399,0.5845790860831829,11193.520340320785,9574.0,9574.0,13797.0,169,7954.479659679215
36059412301,399,0.47278275585089635,4947.1987572237795,5232.0,5232.0,6693.0,169,5516.8012427762205
36059412302,399,0.4443609373188979,5029.277088575287,5659.0,5658.999999999999,8669.0,169,6288.722911424713
36059412400,399,0.4842132645104349,7752.254364812063,8005.0,8004.999999999999,11161.0,169,8257.745635187937
36059412500,399,0.36931117641307254,5476.146123853039,7414.0,7414.0,9301.0,169,9351.85387614696
36059412600,399,0.4387126281197582,6821.103942005999,7774.0,7774.0,9391.0,169,8726.896057994
36059412700,399,0.4025606235626935,5429.737690613609,6744.0,6743.999999999999,8859.0,169,8058.26230938639
36059412800,399,0.47465668226420155,6028.13986475536,6350.0,6350.000000000001,8235.0,169,6671.86013524464
36059412900,399,0.4964096858717587,9912.308607487277,9984.0,9984.0,13551.0,169,10055.691392512721
36059413100,399,0.45549065328624927,6647.430594059522,7297.0,7297.000000000001,11829.0,169,7946.569405940479
