zone_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass
809,60141,90648.0536,57269,84425.62369999998
132,63016,90453.92540000001,44421,64104.8202
619,65767,89412.3722,78005,110930.5364
595,57033,88996.10820000002,37586,56046.395800000006
736,59081,88873.85369999999,42150,62918.5066
404,58934,87414.4124,53453,81614.0758
80,55288,87316.8536,58053,86541.55080000001
68,52835,87274.8325,54233,82462.57920000001
233,61339,86840.3262,48083,67073.4032
265,54182,86431.50200000001,35420,52279.6678
457,60110,86285.791,41872,60412.706799999985
662,56199,85905.0179,36342,54122.3299
137,54614,85902.5847,45734,68415.9824
456,57089,84902.7223,38209,55076.4977
853,50623,84281.6819,37546,55341.695199999995
112,58009,84155.236,37544,54864.7477
433,49130,84044.6183,34262,53579.7607
269,57527,83308.09790000002,50414,72549.1701
471,55723,83140.4877,32237,47520.2122
778,53499,82863.20530000002,5651,8957.8578
803,51738,82547.14919999999,47056,69348.0645
626,56867,82177.1623,29931,44261.25949999999
767,55764,81623.3457,70716,98778.2911
684,57598,81340.7013,34100,49791.4906
459,55659,80627.62529999999,71052,101222.36499999999
462,52572,80429.90019999999,44958,64576.81349999999
283,56586,80391.2074,64102,92086.7968
366,52539,79474.8752,44455,65004.77
477,54189,78382.99740000001,44371,63839.2347
19,50273,78224.05030000002,40338,59379.6774
104,54676,78172.19170000001,37095,54683.201499999996
219,58404,77246.23420000002,38145,52757.168
610,52174,76946.4491,27779,40879.3553
707,51400,76913.3284,60402,86306.77440000001
245,52871,76362.7383,59293,82806.04770000001
556,45712,74817.31550000001,36389,54279.016
739,50184,74497.8889,44380,65276.16369999998
144,46849,74450.4189,36013,53485.0855
757,53091,74219.8708,59488,82338.46199999997
441,50766,74219.52850000001,47875,67370.8716
288,51017,74171.361,38143,54994.2124
143,48890,73381.9331,36124,53005.3873
0,51495,73343.35690000001,23806,34254.8373
62,43718,73138.71040000001,46103,70270.16500000001
308,53969,72989.58529999999,53049,74871.09380000002
267,49362,72936.97219999999,63471,92208.9586
454,50045,72774.3807,34642,50173.386300000006
118,54574,72351.0704,38333,54612.75919999999
621,47792,71966.9382,39261,57137.081000000006
693,43198,71260.30380000001,33967,50477.649099999995
170,44255,71032.21959999998,39805,58779.8011
192,51174,70783.7741,37477,51263.0265
4,43931,70783.6539,43560,64079.5174
496,47217,70670.3931,32009,47167.6856
73,45748,70100.14920000001,73501,106965.3676
100,46172,69210.90860000001,22302,33235.7122
294,52642,69152.69679999999,21610,30888.2758
103,49760,68940.1802,22142,31920.314300000005
201,49175,68450.12389999999,17733,24950.6912
127,48291,68333.4977,25235,36981.3113
412,43428,68327.6388,36630,55095.426699999996
779,45983,68314.6124,43973,63536.3417
784,49392,68239.7177,38773,57570.336299999995
34,42465,67729.58110000001,67167,96891.3534
639,45142,67693.3192,47297,65011.1498
226,47745,67641.2817,34773,48812.775400000006
495,44797,67494.1377,37667,55619.505000000005
5,42847,67423.7192,33402,48392.98679999999
270,45992,67271.0984,28616,41411.770599999996
749,45432,66989.26870000002,24241,36177.3196
769,46652,66714.8091,32078,45534.20020000001
291,44780,66622.2046,37667,53066.9681
261,43889,66497.2954,52218,74398.5965
188,45788,66048.57639999999,54108,75640.0405
400,43838,65766.0616,54511,81014.6849
528,40126,65762.6153,32760,47539.7637
152,43165,65594.2233,30998,45650.0702
10,40479,65593.5395,34650,51732.481900000006
305,46139,65202.98470000001,40176,59673.945999999996
70,43921,64702.4365,27713,40066.3132
111,44983,64580.501399999994,36966,54169.458199999994
160,42625,64517.3782,46853,67896.449
342,39913,63912.5023,37018,55079.7503
69,41741,63714.24680000001,54034,80651.5139
153,38952,63697.8747,43949,64884.34459999999
831,42429,63542.4136,27482,39676.3668
58,36871,63361.544299999994,40190,61058.819800000005
705,42771,63117.0083,28844,41663.1215
701,41871,63105.160800000005,29378,43701.3398
235,47291,62786.49760000001,30130,41392.75709999999
709,41621,62218.96910000001,42419,61563.5494
472,41346,62117.55999999999,28960,41923.9789
350,40326,61707.959,37102,54282.748
44,41643,61445.479,31734,46627.18799999999
158,44545,60776.090399999994,43273,62153.25359999999
748,39118,60775.30470000001,21275,32587.359500000002
695,43129,60659.55990000001,33836,49306.3724
310,41498,60321.77420000001,33846,49688.526600000005
850,35610,60259.64409999999,14742,24429.777099999992
138,37875,59505.84720000001,34030,50570.811799999996
726,40733,59441.776,30142,44153.764200000005
96,39974,59040.2881,36535,52488.1777
421,34875,58995.9298,32467,48818.9822
301,39963,58971.23769999999,17653,25552.3587
488,38119,58830.969000000005,29964,44527.8367
166,37607,58769.6922,45507,67648.8839
485,38300,58749.8116,37804,54683.575300000004
788,36919,58740.1823,16738,25556.342200000003
169,37608,58570.90630000001,31190,47355.174100000004
703,40909,58349.507999999994,20479,29641.8574
76,43701,58343.574799999995,23053,32842.7192
637,35943,58249.465099999994,46331,66933.9051
159,37706,57972.929299999996,35285,51986.5099
230,40512,57889.2015,27368,38567.191999999995
293,38623,57754.590299999996,41388,59352.717300000004
777,38026,57723.75520000001,30707,45761.5078
194,38852,57484.2911,33566,47297.5332
657,38220,57376.427899999995,20760,30432.9365
316,37173,56966.960600000006,35780,51173.422000000006
487,38849,56799.5656,34778,50967.84
343,34304,56787.760200000004,36154,54617.6609
821,39184,56410.8127,37966,54595.254
64,34660,56246.201400000005,28404,42764.5354
329,37989,55963.8834,32856,47755.07060000001
6,35453,55736.618700000006,27942,41014.213299999996
191,37359,55602.65609999999,20427,28629.9697
33,36972,55186.11099999999,30002,43305.6827
824,38853,55093.8997,24319,35603.7971
136,36586,54979.4947,32790,48291.289099999995
86,36726,54760.04310000001,30599,44095.6852
792,34982,54658.273600000015,28172,42553.4831
743,34718,54617.5864,21462,32573.763
147,37641,54373.913100000005,24998,36517.732800000005
734,37824,54345.82180000001,34174,47857.02559999999
445,37069,54275.150200000004,36275,51409.149999999994
463,35062,54204.5744,25924,37919.7268
761,35266,54077.3926,25247,36337.498199999995
782,36751,53954.313299999994,27063,39458.735700000005
185,37662,53933.3479,20682,29158.9123
665,34961,53632.65639999999,16059,24501.331000000002
174,33744,53589.9685,48447,71209.14219999999
474,34260,53571.94180000001,26650,38751.499
417,35430,53162.2822,25943,38138.6656
499,33868,52973.08180000001,26280,38976.0202
648,34671,52760.6924,31672,45977.4091
730,36741,52658.636600000005,36627,51600.2645
218,37006,52646.9314,93588,127197.5305
724,34091,52441.2016,21459,33378.1443
38,34461,51986.062900000004,29611,43256.605599999995
818,35974,51565.525799999996,44649,63082.7549
319,35456,51536.469600000004,19973,29608.179600000003
268,36263,51269.8719,38636,55372.40690000001
102,35045,51189.337700000004,25382,37574.730200000005
484,35211,51183.7322,22078,32243.885700000003
811,34133,51144.21569999999,37960,55818.0027
663,34471,51111.74999999999,38834,58347.266500000005
732,35078,51091.9469,41972,61580.53599999999
297,33552,50872.9217,55736,78328.16649999999
607,28765,50866.0548,10834,16138.074999999997
762,33927,50430.9195,56004,78679.2061
755,38569,50364.778999999995,18420,25643.485900000003
781,33465,50276.71660000001,38151,54337.677500000005
20,34544,50116.0964,27391,40381.7941
171,32422,49970.20049999999,36160,53113.984
187,36915,49527.19359999999,25069,35156.428
605,29647,49525.5369,8547,12856.983999999997
519,30413,49273.655199999994,14464,22043.099599999998
466,32811,49006.2424,21554,31246.6767
85,33270,48939.6387,19644,28852.281100000004
432,31248,48882.9375,12955,19933.618599999998
490,33509,48617.00030000001,32401,47215.3724
719,28921,48167.45709999999,23698,34823.200899999996
253,33434,48135.5142,25882,37061.7492
