candidate_id,CUT_COM,COMUNA,PROVINCIA,REGION,area_km2_geometry
ampliada_contigua_actividad,13132,Vitacura,Santiago,Metropolitana de Santiago,28.590895794061982
ampliada_contigua_actividad,13201,Puente Alto,Cordillera,Metropolitana de Santiago,88.38620956258633
ampliada_contigua_actividad,13401,San Bernardo,Maipo,Metropolitana de Santiago,153.84656639649572
region_metropolitana_completa_52,13101,Santiago,Santiago,Metropolitana de Santiago,23.17923120956021
region_metropolitana_completa_52,13102,Cerrillos,Santiago,Metropolitana de Santiago,16.817716980433303
region_metropolitana_completa_52,13103,Cerro Navia,Santiago,Metropolitana de Santiago,11.052062373338128
region_metropolitana_completa_52,13104,Conchalí,Santiago,Metropolitana de Santiago,10.938876697774962
region_metropolitana_completa_52,13105,El Bosque,Santiago,Metropolitana de Santiago,14.251841185380945
region_metropolitana_completa_52,13106,Estación Central,Santiago,Metropolitana de Santiago,14.373756060032758
region_metropolitana_completa_52,13107,Huechuraba,Santiago,Metropolitana de Santiago,44.976900867696166
region_metropolitana_completa_52,13108,Independencia,Santiago,Metropolitana de Santiago,7.3524853665008765
region_metropolitana_completa_52,13109,La Cisterna,Santiago,Metropolitana de Santiago,10.007891489763644
region_metropolitana_completa_52,13110,La Florida,Santiago,Metropolitana de Santiago,71.03682557166768
region_metropolitana_completa_52,13111,La Granja,Santiago,Metropolitana de Santiago,10.050731044525323
region_metropolitana_completa_52,13112,La Pintana,Santiago,Metropolitana de Santiago,30.467972637224914
region_metropolitana_completa_52,13113,La Reina,Santiago,Metropolitana de Santiago,23.3854371631764
region_metropolitana_completa_52,13114,Las Condes,Santiago,Metropolitana de Santiago,99.06048214191571
region_metropolitana_completa_52,13115,Lo Barnechea,Santiago,Metropolitana de Santiago,1023.6149918984503
region_metropolitana_completa_52,13116,Lo Espejo,Santiago,Metropolitana de Santiago,8.253420251542906
region_metropolitana_completa_52,13117,Lo Prado,Santiago,Metropolitana de Santiago,6.542801760285807
region_metropolitana_completa_52,13118,Macul,Santiago,Metropolitana de Santiago,12.808900289907294
region_metropolitana_completa_52,13119,Maipú,Santiago,Metropolitana de Santiago,136.796311843141
region_metropolitana_completa_52,13120,Ñuñoa,Santiago,Metropolitana de Santiago,16.892589159935227
region_metropolitana_completa_52,13121,Pedro Aguirre Cerda,Santiago,Metropolitana de Santiago,8.72952253594989
region_metropolitana_completa_52,13122,Peñalolén,Santiago,Metropolitana de Santiago,53.887443183385756
region_metropolitana_completa_52,13123,Providencia,Santiago,Metropolitana de Santiago,14.444185477474214
region_metropolitana_completa_52,13124,Pudahuel,Santiago,Metropolitana de Santiago,198.56741572626052
region_metropolitana_completa_52,13125,Quilicura,Santiago,Metropolitana de Santiago,57.3180139466182
region_metropolitana_completa_52,13126,Quinta Normal,Santiago,Metropolitana de Santiago,11.804259289724559
region_metropolitana_completa_52,13127,Recoleta,Santiago,Metropolitana de Santiago,15.610942014036988
region_metropolitana_completa_52,13128,Renca,Santiago,Metropolitana de Santiago,23.68095444508402
region_metropolitana_completa_52,13129,San Joaquín,Santiago,Metropolitana de Santiago,9.936937973555873
region_metropolitana_completa_52,13130,San Miguel,Santiago,Metropolitana de Santiago,9.628341570710932
region_metropolitana_completa_52,13131,San Ramón,Santiago,Metropolitana de Santiago,6.3143472481144585
region_metropolitana_completa_52,13132,Vitacura,Santiago,Metropolitana de Santiago,28.590895794061982
region_metropolitana_completa_52,13201,Puente Alto,Cordillera,Metropolitana de Santiago,88.38620956258633
region_metropolitana_completa_52,13202,Pirque,Cordillera,Metropolitana de Santiago,444.70466531242306
region_metropolitana_completa_52,13203,San José de Maipo,Cordillera,Metropolitana de Santiago,4982.050457274525
region_metropolitana_completa_52,13301,Colina,Chacabuco,Metropolitana de Santiago,970.8588272963999
region_metropolitana_completa_52,13302,Lampa,Chacabuco,Metropolitana de Santiago,449.51621909674293
region_metropolitana_completa_52,13303,Tiltil,Chacabuco,Metropolitana de Santiago,654.6518509370624
region_metropolitana_completa_52,13401,San Bernardo,Maipo,Metropolitana de Santiago,153.84656639649572
region_metropolitana_completa_52,13402,Buin,Maipo,Metropolitana de Santiago,217.0287881127664
region_metropolitana_completa_52,13403,Calera de Tango,Maipo,Metropolitana de Santiago,73.1092219765166
region_metropolitana_completa_52,13404,Paine,Maipo,Metropolitana de Santiago,677.5224982618129
region_metropolitana_completa_52,13501,Melipilla,Melipilla,Metropolitana de Santiago,1352.6531362088012
region_metropolitana_completa_52,13502,Alhué,Melipilla,Metropolitana de Santiago,844.4039298515453
region_metropolitana_completa_52,13503,Curacaví,Melipilla,Metropolitana de Santiago,694.1004187485808
region_metropolitana_completa_52,13504,María Pinto,Melipilla,Metropolitana de Santiago,394.29993604322533
region_metropolitana_completa_52,13505,San Pedro,Melipilla,Metropolitana de Santiago,786.9058501454805
region_metropolitana_completa_52,13601,Talagante,Talagante,Metropolitana de Santiago,125.22482326192085
region_metropolitana_completa_52,13602,El Monte,Talagante,Metropolitana de Santiago,115.97328561806401
region_metropolitana_completa_52,13603,Isla de Maipo,Talagante,Metropolitana de Santiago,189.61838443999477
region_metropolitana_completa_52,13604,Padre Hurtado,Talagante,Metropolitana de Santiago,80.68245379841775
region_metropolitana_completa_52,13605,Peñaflor,Talagante,Metropolitana de Santiago,69.48800248347152
