service_date,day_class,table,field,category,count
2024-11-09,sabado,viajes,netapassinbajada,3,412
2024-11-09,sabado,viajes,netapassinbajada,4,18
2024-11-09,sabado,viajes,ultimaetapaconbajada,0,759592
2024-11-09,sabado,viajes,ultimaetapaconbajada,1,1305278
2024-11-09,sabado,viajes,periodo_inicio_viaje,71,5136
2024-11-09,sabado,viajes,periodo_inicio_viaje,72,5126
2024-11-09,sabado,viajes,periodo_inicio_viaje,73,25326
2024-11-09,sabado,viajes,periodo_inicio_viaje,74,274588
2024-11-09,sabado,viajes,periodo_inicio_viaje,75,420444
2024-11-09,sabado,viajes,periodo_inicio_viaje,76,472104
2024-11-09,sabado,viajes,periodo_inicio_viaje,77,561800
2024-11-09,sabado,viajes,periodo_inicio_viaje,78,292788
2024-11-09,sabado,viajes,periodo_inicio_viaje,79,7558
2024-11-09,sabado,viajes,periodo_fin_viaje,-1,759634
2024-11-09,sabado,viajes,periodo_fin_viaje,71,1574
2024-11-09,sabado,viajes,periodo_fin_viaje,72,2155
2024-11-09,sabado,viajes,periodo_fin_viaje,73,4393
2024-11-09,sabado,viajes,periodo_fin_viaje,74,151264
2024-11-09,sabado,viajes,periodo_fin_viaje,75,278878
2024-11-09,sabado,viajes,periodo_fin_viaje,76,308883
2024-11-09,sabado,viajes,periodo_fin_viaje,77,354659
2024-11-09,sabado,viajes,periodo_fin_viaje,78,191248
2024-11-09,sabado,viajes,periodo_fin_viaje,79,12182
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,M15M,32914
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,M3B,117733
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,M40M,13204
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,MS_B_B,13775
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,7874
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,MS_MT_MT,6256
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,MS_M_B,23864
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,MS_M_M,260197
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,RD,39747
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,SM2H,431866
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,UE,1117440
2024-11-09,sabado,etapas,tipo_dia,SABADO,2667384
2024-11-09,sabado,etapas,tiene_bajada,0,808681
2024-11-09,sabado,etapas,tiene_bajada,1,1858703
2024-11-09,sabado,etapas,tipo_transporte,BUS,1204302
2024-11-09,sabado,etapas,tipo_transporte,METRO,1341746
2024-11-09,sabado,etapas,tipo_transporte,METROTREN,46610
2024-11-09,sabado,etapas,tipo_transporte,ZP,74726
2024-11-09,sabado,etapas,periodoSubida,01 - PRE NOCTURNO SABADO,5698
2024-11-09,sabado,etapas,periodoSubida,02 - NOCTURNO SABADO,5890
2024-11-09,sabado,etapas,periodoSubida,03 - TRANSICION SABADO MANANA,32042
2024-11-09,sabado,etapas,periodoSubida,04 - PUNTA MANANA SABADO,383857
2024-11-09,sabado,etapas,periodoSubida,05 - MANANA SABADO,542022
2024-11-09,sabado,etapas,periodoSubida,06 - PUNTA MEDIODIA SABADO,591587
2024-11-09,sabado,etapas,periodoSubida,07 - TARDE SABADO,711319
2024-11-09,sabado,etapas,periodoSubida,08 - TRANSICION SABADO NOCTURNO,383016
2024-11-09,sabado,etapas,periodoSubida,09 - PRE NOCTURNO SABADO,11953
2024-11-09,sabado,etapas,periodoBajada,01 - PRE NOCTURNO SABADO,2131
2024-11-09,sabado,etapas,periodoBajada,02 - NOCTURNO SABADO,2966
2024-11-09,sabado,etapas,periodoBajada,03 - TRANSICION SABADO MANANA,12733
2024-11-09,sabado,etapas,periodoBajada,04 - PUNTA MANANA SABADO,254752
2024-11-09,sabado,etapas,periodoBajada,05 - MANANA SABADO,390622
2024-11-09,sabado,etapas,periodoBajada,06 - PUNTA MEDIODIA SABADO,417977
2024-11-09,sabado,etapas,periodoBajada,07 - TARDE SABADO,490145
2024-11-09,sabado,etapas,periodoBajada,08 - TRANSICION SABADO NOCTURNO,272281
2024-11-09,sabado,etapas,periodoBajada,09 - PRE NOCTURNO SABADO,15096
2024-11-10,domingo,viajes,tipodia,2,1182013
2024-11-10,domingo,viajes,n_etapas,1,901665
2024-11-10,domingo,viajes,n_etapas,11,1
2024-11-10,domingo,viajes,n_etapas,12,2
2024-11-10,domingo,viajes,n_etapas,15,2
2024-11-10,domingo,viajes,n_etapas,2,246809
2024-11-10,domingo,viajes,n_etapas,3,32254
2024-11-10,domingo,viajes,n_etapas,4,1193
2024-11-10,domingo,viajes,n_etapas,5,78
2024-11-10,domingo,viajes,n_etapas,6,7
2024-11-10,domingo,viajes,n_etapas,8,2
2024-11-10,domingo,viajes,netapassinbajada,0,661703
2024-11-10,domingo,viajes,netapassinbajada,1,509861
2024-11-10,domingo,viajes,netapassinbajada,2,10265
2024-11-10,domingo,viajes,netapassinbajada,3,170
2024-11-10,domingo,viajes,netapassinbajada,4,14
2024-11-10,domingo,viajes,ultimaetapaconbajada,0,507313
2024-11-10,domingo,viajes,ultimaetapaconbajada,1,674700
2024-11-10,domingo,viajes,periodo_inicio_viaje,80,3613
2024-11-10,domingo,viajes,periodo_inicio_viaje,81,3162
2024-11-10,domingo,viajes,periodo_inicio_viaje,82,28187
2024-11-10,domingo,viajes,periodo_inicio_viaje,83,391946
2024-11-10,domingo,viajes,periodo_inicio_viaje,84,419722
2024-11-10,domingo,viajes,periodo_inicio_viaje,85,261338
2024-11-10,domingo,viajes,periodo_inicio_viaje,86,72397
2024-11-10,domingo,viajes,periodo_inicio_viaje,87,1648
2024-11-10,domingo,viajes,periodo_fin_viaje,-1,507348
2024-11-10,domingo,viajes,periodo_fin_viaje,80,988
2024-11-10,domingo,viajes,periodo_fin_viaje,81,1129
2024-11-10,domingo,viajes,periodo_fin_viaje,82,8540
2024-11-10,domingo,viajes,periodo_fin_viaje,83,221089
2024-11-10,domingo,viajes,periodo_fin_viaje,84,246033
2024-11-10,domingo,viajes,periodo_fin_viaje,85,138774
2024-11-10,domingo,viajes,periodo_fin_viaje,86,53690
2024-11-10,domingo,viajes,periodo_fin_viaje,87,4422
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,M15M,18991
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,M3B,54037
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,M40M,7623
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,MS_B_B,9295
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,5570
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,MS_MT_MT,3733
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,MS_M_B,11815
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,MS_M_M,138527
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,RD,25713
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,SM2H,213386
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,UE,693323
2024-11-10,domingo,etapas,tipo_dia,DOMINGO,1500391
2024-11-10,domingo,etapas,tiene_bajada,0,531947
2024-11-10,domingo,etapas,tiene_bajada,1,968444
2024-11-10,domingo,etapas,tipo_transporte,BUS,702771
2024-11-10,domingo,etapas,tipo_transporte,METRO,760354
2024-11-10,domingo,etapas,tipo_transporte,METROTREN,27194
2024-11-10,domingo,etapas,tipo_transporte,ZP,10072
2024-11-10,domingo,etapas,periodoSubida,01 - PRE NOCTURNO DOMINGO,3976
2024-11-10,domingo,etapas,periodoSubida,02 - NOCTURNO DOMINGO,3672
2024-11-10,domingo,etapas,periodoSubida,03 - TRANSICION DOMINGO MANANA,38038
2024-11-10,domingo,etapas,periodoSubida,04 - MANANA DOMINGO,514216
2024-11-10,domingo,etapas,periodoSubida,05 - MEDIODIA DOMINGO,522354
2024-11-10,domingo,etapas,periodoSubida,06 - TARDE DOMINGO,324752
2024-11-10,domingo,etapas,periodoSubida,07 - TRANSICION DOMINGO NOCTURNO,91104
2024-11-10,domingo,etapas,periodoSubida,08 - PRE NOCTURNO DOMINGO,2279
2024-11-10,domingo,etapas,periodoBajada,01 - PRE NOCTURNO DOMINGO,1346
2024-11-10,domingo,etapas,periodoBajada,02 - NOCTURNO DOMINGO,1596
2024-11-10,domingo,etapas,periodoBajada,03 - TRANSICION DOMINGO MANANA,19075
2024-11-10,domingo,etapas,periodoBajada,04 - MANANA DOMINGO,335615
2024-11-10,domingo,etapas,periodoBajada,05 - MEDIODIA DOMINGO,340118
2024-11-10,domingo,etapas,periodoBajada,06 - TARDE DOMINGO,197825
2024-11-10,domingo,etapas,periodoBajada,07 - TRANSICION DOMINGO NOCTURNO,68098
2024-11-10,domingo,etapas,periodoBajada,08 - PRE NOCTURNO DOMINGO,4771
2024-11-11,laboral,viajes,tipodia,0,3541818
2024-11-11,laboral,viajes,n_etapas,1,2522275
2024-11-11,laboral,viajes,n_etapas,10,1
2024-11-11,laboral,viajes,n_etapas,11,2
2024-11-11,laboral,viajes,n_etapas,2,887344
2024-11-11,laboral,viajes,n_etapas,27,1
2024-11-11,laboral,viajes,n_etapas,29,1
2024-11-11,laboral,viajes,n_etapas,3,128185
2024-11-11,laboral,viajes,n_etapas,31,1
2024-11-11,laboral,viajes,n_etapas,4,3768
2024-11-11,laboral,viajes,n_etapas,5,201
2024-11-11,laboral,viajes,n_etapas,6,26
2024-11-11,laboral,viajes,n_etapas,7,6
2024-11-11,laboral,viajes,n_etapas,9,7
2024-11-11,laboral,viajes,netapassinbajada,0,2484177
2024-11-11,laboral,viajes,netapassinbajada,1,1027863
2024-11-11,laboral,viajes,netapassinbajada,2,29074
2024-11-11,laboral,viajes,netapassinbajada,3,645
2024-11-11,laboral,viajes,netapassinbajada,4,59
2024-11-11,laboral,viajes,ultimaetapaconbajada,0,999819
2024-11-11,laboral,viajes,ultimaetapaconbajada,1,2541999
2024-11-11,laboral,viajes,periodo_inicio_viaje,59,835
2024-11-11,laboral,viajes,periodo_inicio_viaje,60,7221
2024-11-11,laboral,viajes,periodo_inicio_viaje,61,109577
2024-11-11,laboral,viajes,periodo_inicio_viaje,62,502368
2024-11-11,laboral,viajes,periodo_inicio_viaje,63,430739
2024-11-11,laboral,viajes,periodo_inicio_viaje,64,512773
2024-11-11,laboral,viajes,periodo_inicio_viaje,65,277624
2024-11-11,laboral,viajes,periodo_inicio_viaje,66,452392
2024-11-11,laboral,viajes,periodo_inicio_viaje,67,605834
2024-11-11,laboral,viajes,periodo_inicio_viaje,68,451259
2024-11-11,laboral,viajes,periodo_inicio_viaje,69,185886
2024-11-11,laboral,viajes,periodo_inicio_viaje,70,5310
2024-11-11,laboral,viajes,periodo_fin_viaje,-1,999871
2024-11-11,laboral,viajes,periodo_fin_viaje,59,219
2024-11-11,laboral,viajes,periodo_fin_viaje,60,1013
2024-11-11,laboral,viajes,periodo_fin_viaje,61,18904
2024-11-11,laboral,viajes,periodo_fin_viaje,62,270373
2024-11-11,laboral,viajes,periodo_fin_viaje,63,395999
2024-11-11,laboral,viajes,periodo_fin_viaje,64,410209
2024-11-11,laboral,viajes,periodo_fin_viaje,65,199287
2024-11-11,laboral,viajes,periodo_fin_viaje,66,313159
2024-11-11,laboral,viajes,periodo_fin_viaje,67,357514
2024-11-11,laboral,viajes,periodo_fin_viaje,68,398198
2024-11-11,laboral,viajes,periodo_fin_viaje,69,164666
2024-11-11,laboral,viajes,periodo_fin_viaje,70,12406
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,M15M,50047
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,M3B,259421
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,M40M,12320
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B,14763
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,6438
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,MS_MT_MT,5234
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,MS_M_B,54423
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,MS_M_M,329649
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,RD,50367
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,SM2H,956604
2024-11-11,laboral,viajes,tipo_corte_etapa_viaje,UE,1802552
2024-11-11,laboral,etapas,tipo_dia,LABORAL,4704552
2024-11-11,laboral,etapas,tiene_bajada,0,1090946
2024-11-11,laboral,etapas,tiene_bajada,1,3613606
2024-11-11,laboral,etapas,tipo_transporte,BUS,1841003
2024-11-11,laboral,etapas,tipo_transporte,METRO,2312288
2024-11-11,laboral,etapas,tipo_transporte,METROTREN,76936
2024-11-11,laboral,etapas,tipo_transporte,ZP,474325
2024-11-11,laboral,etapas,periodoSubida,01 - PRE NOCTURNO,872
2024-11-11,laboral,etapas,periodoSubida,02 - NOCTURNO,8179
2024-11-11,laboral,etapas,periodoSubida,03 - TRANSICION NOCTURNO,147046
2024-11-11,laboral,etapas,periodoSubida,04 - PUNTA MANANA,699382
2024-11-11,laboral,etapas,periodoSubida,05 - TRANSICION PUNTA MANANA,606542
2024-11-11,laboral,etapas,periodoSubida,06 - FUERA DE PUNTA MANANA,667109
2024-11-11,laboral,etapas,periodoSubida,07 - PUNTA MEDIODIA,351264
2024-11-11,laboral,etapas,periodoSubida,08 - FUERA DE PUNTA TARDE,572998
2024-11-11,laboral,etapas,periodoSubida,09 - PUNTA TARDE1,766566
2024-11-11,laboral,etapas,periodoSubida,10 - PUNTA TARDE2,616512
2024-11-11,laboral,etapas,periodoSubida,11 - FUERA DE PUNTA NOCTURNO,258959
2024-11-11,laboral,etapas,periodoSubida,12 - PRE NOCTURNO,9123
2024-11-11,laboral,etapas,periodoBajada,01 - PRE NOCTURNO,281
2024-11-11,laboral,etapas,periodoBajada,02 - NOCTURNO,2410
2024-11-11,laboral,etapas,periodoBajada,03 - TRANSICION NOCTURNO,58927
2024-11-11,laboral,etapas,periodoBajada,04 - PUNTA MANANA,461724
2024-11-11,laboral,etapas,periodoBajada,05 - TRANSICION PUNTA MANANA,553471
2024-11-11,laboral,etapas,periodoBajada,06 - FUERA DE PUNTA MANANA,549371
2024-11-11,laboral,etapas,periodoBajada,07 - PUNTA MEDIODIA,266574
2024-11-11,laboral,etapas,periodoBajada,08 - FUERA DE PUNTA TARDE,424188
2024-11-11,laboral,etapas,periodoBajada,09 - PUNTA TARDE1,512439
2024-11-11,laboral,etapas,periodoBajada,10 - PUNTA TARDE2,544723
2024-11-11,laboral,etapas,periodoBajada,11 - FUERA DE PUNTA NOCTURNO,224663
2024-11-11,laboral,etapas,periodoBajada,12 - PRE NOCTURNO,14835
2024-11-12,laboral,viajes,tipodia,0,3550376
2024-11-12,laboral,viajes,n_etapas,1,2530217
2024-11-12,laboral,viajes,n_etapas,10,4
2024-11-12,laboral,viajes,n_etapas,2,889458
2024-11-12,laboral,viajes,n_etapas,3,126880
2024-11-12,laboral,viajes,n_etapas,4,3552
2024-11-12,laboral,viajes,n_etapas,5,219
2024-11-12,laboral,viajes,n_etapas,6,32
2024-11-12,laboral,viajes,n_etapas,7,9
2024-11-12,laboral,viajes,n_etapas,8,2
2024-11-12,laboral,viajes,n_etapas,9,3
2024-11-12,laboral,viajes,netapassinbajada,0,2498994
2024-11-12,laboral,viajes,netapassinbajada,1,1017629
2024-11-12,laboral,viajes,netapassinbajada,2,32849
2024-11-12,laboral,viajes,netapassinbajada,3,842
2024-11-12,laboral,viajes,netapassinbajada,4,62
2024-11-12,laboral,viajes,ultimaetapaconbajada,0,986547
2024-11-12,laboral,viajes,ultimaetapaconbajada,1,2563829
2024-11-12,laboral,viajes,periodo_inicio_viaje,59,1524
2024-11-12,laboral,viajes,periodo_inicio_viaje,60,7296
2024-11-12,laboral,viajes,periodo_inicio_viaje,61,108842
2024-11-12,laboral,viajes,periodo_inicio_viaje,62,498236
2024-11-12,laboral,viajes,periodo_inicio_viaje,63,433595
2024-11-12,laboral,viajes,periodo_inicio_viaje,64,506199
2024-11-12,laboral,viajes,periodo_inicio_viaje,65,273257
2024-11-12,laboral,viajes,periodo_inicio_viaje,66,445453
2024-11-12,laboral,viajes,periodo_inicio_viaje,67,609680
2024-11-12,laboral,viajes,periodo_inicio_viaje,68,461345
2024-11-12,laboral,viajes,periodo_inicio_viaje,69,199027
2024-11-12,laboral,viajes,periodo_inicio_viaje,70,5922
2024-11-12,laboral,viajes,periodo_fin_viaje,-1,986567
2024-11-12,laboral,viajes,periodo_fin_viaje,59,639
2024-11-12,laboral,viajes,periodo_fin_viaje,60,1086
2024-11-12,laboral,viajes,periodo_fin_viaje,61,19405
2024-11-12,laboral,viajes,periodo_fin_viaje,62,274134
2024-11-12,laboral,viajes,periodo_fin_viaje,63,399165
2024-11-12,laboral,viajes,periodo_fin_viaje,64,410599
2024-11-12,laboral,viajes,periodo_fin_viaje,65,194587
2024-11-12,laboral,viajes,periodo_fin_viaje,66,308155
2024-11-12,laboral,viajes,periodo_fin_viaje,67,358683
2024-11-12,laboral,viajes,periodo_fin_viaje,68,407359
2024-11-12,laboral,viajes,periodo_fin_viaje,69,174038
2024-11-12,laboral,viajes,periodo_fin_viaje,70,15959
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,M15M,48048
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,M3B,229632
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,M40M,16511
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B,14892
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,6195
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,MS_MT_MT,4865
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,MS_M_B,58015
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,MS_M_M,328145
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,RD,55045
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,SM2H,990233
2024-11-12,laboral,viajes,tipo_corte_etapa_viaje,UE,1798795
2024-11-12,laboral,etapas,tipo_dia,LABORAL,4712293
2024-11-12,laboral,etapas,tiene_bajada,0,1088648
2024-11-12,laboral,etapas,tiene_bajada,1,3623645
2024-11-12,laboral,etapas,tipo_transporte,BUS,1821318
2024-11-12,laboral,etapas,tipo_transporte,METRO,2346329
2024-11-12,laboral,etapas,tipo_transporte,METROTREN,76561
2024-11-12,laboral,etapas,tipo_transporte,ZP,468085
2024-11-12,laboral,etapas,periodoSubida,01 - PRE NOCTURNO,1713
2024-11-12,laboral,etapas,periodoSubida,02 - NOCTURNO,8318
2024-11-12,laboral,etapas,periodoSubida,03 - TRANSICION NOCTURNO,146718
2024-11-12,laboral,etapas,periodoSubida,04 - PUNTA MANANA,684564
2024-11-12,laboral,etapas,periodoSubida,05 - TRANSICION PUNTA MANANA,599579
2024-11-12,laboral,etapas,periodoSubida,06 - FUERA DE PUNTA MANANA,659301
2024-11-12,laboral,etapas,periodoSubida,07 - PUNTA MEDIODIA,346607
2024-11-12,laboral,etapas,periodoSubida,08 - FUERA DE PUNTA TARDE,568205
2024-11-12,laboral,etapas,periodoSubida,09 - PUNTA TARDE1,774829
2024-11-12,laboral,etapas,periodoSubida,10 - PUNTA TARDE2,634234
2024-11-12,laboral,etapas,periodoSubida,11 - FUERA DE PUNTA NOCTURNO,277754
2024-11-12,laboral,etapas,periodoSubida,12 - PRE NOCTURNO,10471
2024-11-12,laboral,etapas,periodoBajada,01 - PRE NOCTURNO,851
2024-11-12,laboral,etapas,periodoBajada,02 - NOCTURNO,2519
2024-11-12,laboral,etapas,periodoBajada,03 - TRANSICION NOCTURNO,58306
2024-11-12,laboral,etapas,periodoBajada,04 - PUNTA MANANA,450667
2024-11-12,laboral,etapas,periodoBajada,05 - TRANSICION PUNTA MANANA,547616
2024-11-12,laboral,etapas,periodoBajada,06 - FUERA DE PUNTA MANANA,547514
2024-11-12,laboral,etapas,periodoBajada,07 - PUNTA MEDIODIA,261804
2024-11-12,laboral,etapas,periodoBajada,08 - FUERA DE PUNTA TARDE,422036
2024-11-12,laboral,etapas,periodoBajada,09 - PUNTA TARDE1,517320
2024-11-12,laboral,etapas,periodoBajada,10 - PUNTA TARDE2,561474
2024-11-12,laboral,etapas,periodoBajada,11 - FUERA DE PUNTA NOCTURNO,234576
2024-11-12,laboral,etapas,periodoBajada,12 - PRE NOCTURNO,18962
2024-11-13,laboral,viajes,tipodia,0,3600108
2024-11-13,laboral,viajes,n_etapas,1,2538579
2024-11-13,laboral,viajes,n_etapas,11,2
2024-11-13,laboral,viajes,n_etapas,12,2
2024-11-13,laboral,viajes,n_etapas,2,920826
2024-11-13,laboral,viajes,n_etapas,23,1
2024-11-13,laboral,viajes,n_etapas,3,136589
2024-11-13,laboral,viajes,n_etapas,36,1
2024-11-13,laboral,viajes,n_etapas,4,3874
2024-11-13,laboral,viajes,n_etapas,5,191
2024-11-13,laboral,viajes,n_etapas,6,25
2024-11-13,laboral,viajes,n_etapas,7,14
2024-11-13,laboral,viajes,n_etapas,8,4
2024-11-13,laboral,viajes,netapassinbajada,0,2577263
2024-11-13,laboral,viajes,netapassinbajada,1,996062
2024-11-13,laboral,viajes,netapassinbajada,2,26163
2024-11-13,laboral,viajes,netapassinbajada,3,577
2024-11-13,laboral,viajes,netapassinbajada,4,43
2024-11-13,laboral,viajes,ultimaetapaconbajada,0,964223
2024-11-13,laboral,viajes,ultimaetapaconbajada,1,2635885
2024-11-13,laboral,viajes,periodo_inicio_viaje,59,797
2024-11-13,laboral,viajes,periodo_inicio_viaje,60,7797
2024-11-13,laboral,viajes,periodo_inicio_viaje,61,109515
2024-11-13,laboral,viajes,periodo_inicio_viaje,62,499595
2024-11-13,laboral,viajes,periodo_inicio_viaje,63,431061
2024-11-13,laboral,viajes,periodo_inicio_viaje,64,514756
2024-11-13,laboral,viajes,periodo_inicio_viaje,65,285239
2024-11-13,laboral,viajes,periodo_inicio_viaje,66,455874
2024-11-13,laboral,viajes,periodo_inicio_viaje,67,615634
2024-11-13,laboral,viajes,periodo_inicio_viaje,68,470958
2024-11-13,laboral,viajes,periodo_inicio_viaje,69,202649
2024-11-13,laboral,viajes,periodo_inicio_viaje,70,6233
2024-11-13,laboral,viajes,periodo_fin_viaje,-1,964282
2024-11-13,laboral,viajes,periodo_fin_viaje,59,307
2024-11-13,laboral,viajes,periodo_fin_viaje,60,1244
2024-11-13,laboral,viajes,periodo_fin_viaje,61,19849
2024-11-13,laboral,viajes,periodo_fin_viaje,62,279401
2024-11-13,laboral,viajes,periodo_fin_viaje,63,404394
2024-11-13,laboral,viajes,periodo_fin_viaje,64,415438
2024-11-13,laboral,viajes,periodo_fin_viaje,65,207510
2024-11-13,laboral,viajes,periodo_fin_viaje,66,320673
2024-11-13,laboral,viajes,periodo_fin_viaje,67,367598
2024-11-13,laboral,viajes,periodo_fin_viaje,68,416486
2024-11-13,laboral,viajes,periodo_fin_viaje,69,189925
2024-11-13,laboral,viajes,periodo_fin_viaje,70,13001
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,M15M,50530
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,M3B,255782
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,M40M,16147
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B,15724
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,6413
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,MS_MT_MT,4774
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,MS_M_B,57346
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,MS_M_M,332715
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,RD,56324
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,SM2H,998462
2024-11-13,laboral,viajes,tipo_corte_etapa_viaje,UE,1805891
2024-11-13,laboral,etapas,tipo_dia,LABORAL,4814084
2024-11-13,laboral,etapas,tiene_bajada,0,1052944
2024-11-13,laboral,etapas,tiene_bajada,1,3761140
2024-11-13,laboral,etapas,tipo_transporte,BUS,1905060
2024-11-13,laboral,etapas,tipo_transporte,METRO,2346261
2024-11-13,laboral,etapas,tipo_transporte,METROTREN,75571
2024-11-13,laboral,etapas,tipo_transporte,ZP,487192
2024-11-13,laboral,etapas,periodoSubida,01 - PRE NOCTURNO,860
2024-11-13,laboral,etapas,periodoSubida,02 - NOCTURNO,8811
2024-11-13,laboral,etapas,periodoSubida,03 - TRANSICION NOCTURNO,148254
2024-11-13,laboral,etapas,periodoSubida,04 - PUNTA MANANA,690307
2024-11-13,laboral,etapas,periodoSubida,05 - TRANSICION PUNTA MANANA,600999
2024-11-13,laboral,etapas,periodoSubida,06 - FUERA DE PUNTA MANANA,667258
2024-11-13,laboral,etapas,periodoSubida,07 - PUNTA MEDIODIA,366642
2024-11-13,laboral,etapas,periodoSubida,08 - FUERA DE PUNTA TARDE,589296
2024-11-13,laboral,etapas,periodoSubida,09 - PUNTA TARDE1,793550
2024-11-13,laboral,etapas,periodoSubida,10 - PUNTA TARDE2,655190
2024-11-13,laboral,etapas,periodoSubida,11 - FUERA DE PUNTA NOCTURNO,282567
2024-11-13,laboral,etapas,periodoSubida,12 - PRE NOCTURNO,10350
2024-11-13,laboral,etapas,periodoBajada,01 - PRE NOCTURNO,386
2024-11-13,laboral,etapas,periodoBajada,02 - NOCTURNO,2656
2024-11-13,laboral,etapas,periodoBajada,03 - TRANSICION NOCTURNO,60701
2024-11-13,laboral,etapas,periodoBajada,04 - PUNTA MANANA,462522
2024-11-13,laboral,etapas,periodoBajada,05 - TRANSICION PUNTA MANANA,558242
2024-11-13,laboral,etapas,periodoBajada,06 - FUERA DE PUNTA MANANA,553961
2024-11-13,laboral,etapas,periodoBajada,07 - PUNTA MEDIODIA,281897
2024-11-13,laboral,etapas,periodoBajada,08 - FUERA DE PUNTA TARDE,444764
2024-11-13,laboral,etapas,periodoBajada,09 - PUNTA TARDE1,539465
2024-11-13,laboral,etapas,periodoBajada,10 - PUNTA TARDE2,580768
2024-11-13,laboral,etapas,periodoBajada,11 - FUERA DE PUNTA NOCTURNO,259876
2024-11-13,laboral,etapas,periodoBajada,12 - PRE NOCTURNO,15902
2024-11-14,laboral,viajes,tipodia,0,3633098
2024-11-14,laboral,viajes,n_etapas,1,2539638
2024-11-14,laboral,viajes,n_etapas,10,6
2024-11-14,laboral,viajes,n_etapas,11,3
2024-11-14,laboral,viajes,n_etapas,15,2
2024-11-14,laboral,viajes,n_etapas,2,945034
2024-11-14,laboral,viajes,n_etapas,22,1
2024-11-14,laboral,viajes,n_etapas,3,143958
2024-11-14,laboral,viajes,n_etapas,4,4185
2024-11-14,laboral,viajes,n_etapas,5,228
2024-11-14,laboral,viajes,n_etapas,6,25
2024-11-14,laboral,viajes,n_etapas,7,8
2024-11-14,laboral,viajes,n_etapas,8,2
2024-11-14,laboral,viajes,n_etapas,9,8
2024-11-14,laboral,viajes,netapassinbajada,0,2601364
2024-11-14,laboral,viajes,netapassinbajada,1,1004731
2024-11-14,laboral,viajes,netapassinbajada,2,26396
2024-11-14,laboral,viajes,netapassinbajada,3,563
2024-11-14,laboral,viajes,netapassinbajada,4,44
2024-11-14,laboral,viajes,ultimaetapaconbajada,0,973216
2024-11-14,laboral,viajes,ultimaetapaconbajada,1,2659882
2024-11-14,laboral,viajes,periodo_inicio_viaje,59,860
2024-11-14,laboral,viajes,periodo_inicio_viaje,60,8032
2024-11-14,laboral,viajes,periodo_inicio_viaje,61,109091
2024-11-14,laboral,viajes,periodo_inicio_viaje,62,500990
2024-11-14,laboral,viajes,periodo_inicio_viaje,63,433749
