service_date,day_class,table,field,category,count
2024-11-14,laboral,viajes,periodo_inicio_viaje,64,525823
2024-11-14,laboral,viajes,periodo_inicio_viaje,65,285641
2024-11-14,laboral,viajes,periodo_inicio_viaje,66,465639
2024-11-14,laboral,viajes,periodo_inicio_viaje,67,619315
2024-11-14,laboral,viajes,periodo_inicio_viaje,68,468578
2024-11-14,laboral,viajes,periodo_inicio_viaje,69,208478
2024-11-14,laboral,viajes,periodo_inicio_viaje,70,6902
2024-11-14,laboral,viajes,periodo_fin_viaje,-1,973262
2024-11-14,laboral,viajes,periodo_fin_viaje,59,291
2024-11-14,laboral,viajes,periodo_fin_viaje,60,1328
2024-11-14,laboral,viajes,periodo_fin_viaje,61,19861
2024-11-14,laboral,viajes,periodo_fin_viaje,62,277365
2024-11-14,laboral,viajes,periodo_fin_viaje,63,406794
2024-11-14,laboral,viajes,periodo_fin_viaje,64,428203
2024-11-14,laboral,viajes,periodo_fin_viaje,65,207785
2024-11-14,laboral,viajes,periodo_fin_viaje,66,325958
2024-11-14,laboral,viajes,periodo_fin_viaje,67,371277
2024-11-14,laboral,viajes,periodo_fin_viaje,68,413047
2024-11-14,laboral,viajes,periodo_fin_viaje,69,193370
2024-11-14,laboral,viajes,periodo_fin_viaje,70,14557
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,M15M,51433
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,M3B,265667
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,M40M,16260
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B,16460
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,6551
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,MS_MT_MT,5332
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,MS_M_B,56118
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,MS_M_M,335956
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,RD,59039
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,SM2H,1000213
2024-11-14,laboral,viajes,tipo_corte_etapa_viaje,UE,1820069
2024-11-14,laboral,etapas,tipo_dia,LABORAL,4887839
2024-11-14,laboral,etapas,tiene_bajada,0,1062332
2024-11-14,laboral,etapas,tiene_bajada,1,3825507
2024-11-14,laboral,etapas,tipo_transporte,BUS,1966337
2024-11-14,laboral,etapas,tipo_transporte,METRO,2348594
2024-11-14,laboral,etapas,tipo_transporte,METROTREN,76319
2024-11-14,laboral,etapas,tipo_transporte,ZP,496589
2024-11-14,laboral,etapas,periodoSubida,01 - PRE NOCTURNO,923
2024-11-14,laboral,etapas,periodoSubida,02 - NOCTURNO,9146
2024-11-14,laboral,etapas,periodoSubida,03 - TRANSICION NOCTURNO,148562
2024-11-14,laboral,etapas,periodoSubida,04 - PUNTA MANANA,700590
2024-11-14,laboral,etapas,periodoSubida,05 - TRANSICION PUNTA MANANA,616389
2024-11-14,laboral,etapas,periodoSubida,06 - FUERA DE PUNTA MANANA,691921
2024-11-14,laboral,etapas,periodoSubida,07 - PUNTA MEDIODIA,365538
2024-11-14,laboral,etapas,periodoSubida,08 - FUERA DE PUNTA TARDE,600140
2024-11-14,laboral,etapas,periodoSubida,09 - PUNTA TARDE1,798966
2024-11-14,laboral,etapas,periodoSubida,10 - PUNTA TARDE2,653587
2024-11-14,laboral,etapas,periodoSubida,11 - FUERA DE PUNTA NOCTURNO,290413
2024-11-14,laboral,etapas,periodoSubida,12 - PRE NOCTURNO,11664
2024-11-14,laboral,etapas,periodoBajada,01 - PRE NOCTURNO,361
2024-11-14,laboral,etapas,periodoBajada,02 - NOCTURNO,2831
2024-11-14,laboral,etapas,periodoBajada,03 - TRANSICION NOCTURNO,61295
2024-11-14,laboral,etapas,periodoBajada,04 - PUNTA MANANA,471193
2024-11-14,laboral,etapas,periodoBajada,05 - TRANSICION PUNTA MANANA,572441
2024-11-14,laboral,etapas,periodoBajada,06 - FUERA DE PUNTA MANANA,578409
2024-11-14,laboral,etapas,periodoBajada,07 - PUNTA MEDIODIA,281170
2024-11-14,laboral,etapas,periodoBajada,08 - FUERA DE PUNTA TARDE,451217
2024-11-14,laboral,etapas,periodoBajada,09 - PUNTA TARDE1,545319
2024-11-14,laboral,etapas,periodoBajada,10 - PUNTA TARDE2,577847
2024-11-14,laboral,etapas,periodoBajada,11 - FUERA DE PUNTA NOCTURNO,265644
2024-11-14,laboral,etapas,periodoBajada,12 - PRE NOCTURNO,17780
2024-11-15,laboral,viajes,tipodia,0,3615172
2024-11-15,laboral,viajes,n_etapas,1,2555921
2024-11-15,laboral,viajes,n_etapas,10,2
2024-11-15,laboral,viajes,n_etapas,11,4
2024-11-15,laboral,viajes,n_etapas,13,1
2024-11-15,laboral,viajes,n_etapas,19,1
2024-11-15,laboral,viajes,n_etapas,2,914760
2024-11-15,laboral,viajes,n_etapas,20,1
2024-11-15,laboral,viajes,n_etapas,3,139657
2024-11-15,laboral,viajes,n_etapas,4,4519
2024-11-15,laboral,viajes,n_etapas,5,254
2024-11-15,laboral,viajes,n_etapas,6,29
2024-11-15,laboral,viajes,n_etapas,64,1
2024-11-15,laboral,viajes,n_etapas,7,9
2024-11-15,laboral,viajes,n_etapas,79,1
2024-11-15,laboral,viajes,n_etapas,8,3
2024-11-15,laboral,viajes,n_etapas,9,9
2024-11-15,laboral,viajes,netapassinbajada,0,2493741
2024-11-15,laboral,viajes,netapassinbajada,1,1091474
2024-11-15,laboral,viajes,netapassinbajada,2,29289
2024-11-15,laboral,viajes,netapassinbajada,3,617
2024-11-15,laboral,viajes,netapassinbajada,4,51
2024-11-15,laboral,viajes,ultimaetapaconbajada,0,1064571
2024-11-15,laboral,viajes,ultimaetapaconbajada,1,2550601
2024-11-15,laboral,viajes,periodo_inicio_viaje,59,1554
2024-11-15,laboral,viajes,periodo_inicio_viaje,60,8211
2024-11-15,laboral,viajes,periodo_inicio_viaje,61,104877
2024-11-15,laboral,viajes,periodo_inicio_viaje,62,466115
2024-11-15,laboral,viajes,periodo_inicio_viaje,63,401487
2024-11-15,laboral,viajes,periodo_inicio_viaje,64,530694
2024-11-15,laboral,viajes,periodo_inicio_viaje,65,319542
2024-11-15,laboral,viajes,periodo_inicio_viaje,66,556762
2024-11-15,laboral,viajes,periodo_inicio_viaje,67,589201
2024-11-15,laboral,viajes,periodo_inicio_viaje,68,398449
2024-11-15,laboral,viajes,periodo_inicio_viaje,69,227582
2024-11-15,laboral,viajes,periodo_inicio_viaje,70,10698
2024-11-15,laboral,viajes,periodo_fin_viaje,-1,1064649
2024-11-15,laboral,viajes,periodo_fin_viaje,59,1653
2024-11-15,laboral,viajes,periodo_fin_viaje,60,1679
2024-11-15,laboral,viajes,periodo_fin_viaje,61,19271
2024-11-15,laboral,viajes,periodo_fin_viaje,62,257856
2024-11-15,laboral,viajes,periodo_fin_viaje,63,365749
2024-11-15,laboral,viajes,periodo_fin_viaje,64,414549
2024-11-15,laboral,viajes,periodo_fin_viaje,65,218333
2024-11-15,laboral,viajes,periodo_fin_viaje,66,370893
2024-11-15,laboral,viajes,periodo_fin_viaje,67,394882
2024-11-15,laboral,viajes,periodo_fin_viaje,68,306365
2024-11-15,laboral,viajes,periodo_fin_viaje,69,183235
2024-11-15,laboral,viajes,periodo_fin_viaje,70,16058
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,M15M,56335
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,M3B,264998
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,M40M,19030
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B,17885
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,7857
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,MS_MT_MT,6001
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,MS_M_B,54655
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,MS_M_M,368808
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,RD,62259
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,SM2H,938152
2024-11-15,laboral,viajes,tipo_corte_etapa_viaje,UE,1819192
2024-11-15,laboral,etapas,tipo_dia,LABORAL,4832617
2024-11-15,laboral,etapas,tiene_bajada,0,1155063
2024-11-15,laboral,etapas,tiene_bajada,1,3677554
2024-11-15,laboral,etapas,tipo_transporte,BUS,1947464
2024-11-15,laboral,etapas,tipo_transporte,METRO,2334260
2024-11-15,laboral,etapas,tipo_transporte,METROTREN,76815
2024-11-15,laboral,etapas,tipo_transporte,ZP,474078
2024-11-15,laboral,etapas,periodoSubida,01 - PRE NOCTURNO,1673
2024-11-15,laboral,etapas,periodoSubida,02 - NOCTURNO,9348
2024-11-15,laboral,etapas,periodoSubida,03 - TRANSICION NOCTURNO,142673
2024-11-15,laboral,etapas,periodoSubida,04 - PUNTA MANANA,658310
2024-11-15,laboral,etapas,periodoSubida,05 - TRANSICION PUNTA MANANA,572735
2024-11-15,laboral,etapas,periodoSubida,06 - FUERA DE PUNTA MANANA,694949
2024-11-15,laboral,etapas,periodoSubida,07 - PUNTA MEDIODIA,403174
2024-11-15,laboral,etapas,periodoSubida,08 - FUERA DE PUNTA TARDE,712809
2024-11-15,laboral,etapas,periodoSubida,09 - PUNTA TARDE1,773969
2024-11-15,laboral,etapas,periodoSubida,10 - PUNTA TARDE2,538097
2024-11-15,laboral,etapas,periodoSubida,11 - FUERA DE PUNTA NOCTURNO,308673
2024-11-15,laboral,etapas,periodoSubida,12 - PRE NOCTURNO,16207
2024-11-15,laboral,etapas,periodoBajada,01 - PRE NOCTURNO,1795
2024-11-15,laboral,etapas,periodoBajada,02 - NOCTURNO,3236
2024-11-15,laboral,etapas,periodoBajada,03 - TRANSICION NOCTURNO,59470
2024-11-15,laboral,etapas,periodoBajada,04 - PUNTA MANANA,441999
2024-11-15,laboral,etapas,periodoBajada,05 - TRANSICION PUNTA MANANA,521602
2024-11-15,laboral,etapas,periodoBajada,06 - FUERA DE PUNTA MANANA,563997
2024-11-15,laboral,etapas,periodoBajada,07 - PUNTA MEDIODIA,296075
2024-11-15,laboral,etapas,periodoBajada,08 - FUERA DE PUNTA TARDE,516970
2024-11-15,laboral,etapas,periodoBajada,09 - PUNTA TARDE1,568243
2024-11-15,laboral,etapas,periodoBajada,10 - PUNTA TARDE2,429824
2024-11-15,laboral,etapas,periodoBajada,11 - FUERA DE PUNTA NOCTURNO,254555
2024-11-15,laboral,etapas,periodoBajada,12 - PRE NOCTURNO,19788
2024-11-16,sabado,viajes,tipodia,1,2051573
2024-11-16,sabado,viajes,n_etapas,1,1515755
2024-11-16,sabado,viajes,n_etapas,10,1
2024-11-16,sabado,viajes,n_etapas,138,1
2024-11-16,sabado,viajes,n_etapas,2,470217
2024-11-16,sabado,viajes,n_etapas,3,63234
2024-11-16,sabado,viajes,n_etapas,4,2203
2024-11-16,sabado,viajes,n_etapas,5,150
2024-11-16,sabado,viajes,n_etapas,56,1
2024-11-16,sabado,viajes,n_etapas,6,9
2024-11-16,sabado,viajes,n_etapas,7,1
2024-11-16,sabado,viajes,n_etapas,86,1
2024-11-16,sabado,viajes,netapassinbajada,0,1269056
2024-11-16,sabado,viajes,netapassinbajada,1,763311
2024-11-16,sabado,viajes,netapassinbajada,2,18828
2024-11-16,sabado,viajes,netapassinbajada,3,369
2024-11-16,sabado,viajes,netapassinbajada,4,9
2024-11-16,sabado,viajes,ultimaetapaconbajada,0,754176
2024-11-16,sabado,viajes,ultimaetapaconbajada,1,1297397
2024-11-16,sabado,viajes,periodo_inicio_viaje,71,9084
2024-11-16,sabado,viajes,periodo_inicio_viaje,72,5059
2024-11-16,sabado,viajes,periodo_inicio_viaje,73,24900
2024-11-16,sabado,viajes,periodo_inicio_viaje,74,261971
2024-11-16,sabado,viajes,periodo_inicio_viaje,75,409695
2024-11-16,sabado,viajes,periodo_inicio_viaje,76,485210
2024-11-16,sabado,viajes,periodo_inicio_viaje,77,578079
2024-11-16,sabado,viajes,periodo_inicio_viaje,78,267386
2024-11-16,sabado,viajes,periodo_inicio_viaje,79,10189
2024-11-16,sabado,viajes,periodo_fin_viaje,-1,754223
2024-11-16,sabado,viajes,periodo_fin_viaje,71,3030
2024-11-16,sabado,viajes,periodo_fin_viaje,72,2432
2024-11-16,sabado,viajes,periodo_fin_viaje,73,4375
2024-11-16,sabado,viajes,periodo_fin_viaje,74,144776
2024-11-16,sabado,viajes,periodo_fin_viaje,75,270882
2024-11-16,sabado,viajes,periodo_fin_viaje,76,314244
2024-11-16,sabado,viajes,periodo_fin_viaje,77,366533
2024-11-16,sabado,viajes,periodo_fin_viaje,78,178378
2024-11-16,sabado,viajes,periodo_fin_viaje,79,12700
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,M15M,35316
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,M3B,117250
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,M40M,14237
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,MS_B_B,14168
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,7955
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,MS_MT_MT,5200
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,MS_M_B,23750
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,MS_M_M,259352
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,RD,41924
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,SM2H,424699
2024-11-16,sabado,viajes,tipo_corte_etapa_viaje,UE,1107722
2024-11-16,sabado,etapas,tipo_dia,SABADO,2661105
2024-11-16,sabado,etapas,tiene_bajada,0,804033
2024-11-16,sabado,etapas,tiene_bajada,1,1857072
2024-11-16,sabado,etapas,tipo_transporte,BUS,1210285
2024-11-16,sabado,etapas,tipo_transporte,METRO,1329179
2024-11-16,sabado,etapas,tipo_transporte,METROTREN,41086
2024-11-16,sabado,etapas,tipo_transporte,ZP,80555
2024-11-16,sabado,etapas,periodoSubida,01 - PRE NOCTURNO SABADO,9960
2024-11-16,sabado,etapas,periodoSubida,02 - NOCTURNO SABADO,6040
2024-11-16,sabado,etapas,periodoSubida,03 - TRANSICION SABADO MANANA,31853
2024-11-16,sabado,etapas,periodoSubida,04 - PUNTA MANANA SABADO,369351
2024-11-16,sabado,etapas,periodoSubida,05 - MANANA SABADO,531188
2024-11-16,sabado,etapas,periodoSubida,06 - PUNTA MEDIODIA SABADO,607778
2024-11-16,sabado,etapas,periodoSubida,07 - TARDE SABADO,737613
2024-11-16,sabado,etapas,periodoSubida,08 - TRANSICION SABADO NOCTURNO,352652
2024-11-16,sabado,etapas,periodoSubida,09 - PRE NOCTURNO SABADO,14670
2024-11-16,sabado,etapas,periodoBajada,01 - PRE NOCTURNO SABADO,3909
2024-11-16,sabado,etapas,periodoBajada,02 - NOCTURNO SABADO,3410
2024-11-16,sabado,etapas,periodoBajada,03 - TRANSICION SABADO MANANA,12919
2024-11-16,sabado,etapas,periodoBajada,04 - PUNTA MANANA SABADO,246317
2024-11-16,sabado,etapas,periodoBajada,05 - MANANA SABADO,381984
2024-11-16,sabado,etapas,periodoBajada,06 - PUNTA MEDIODIA SABADO,427076
2024-11-16,sabado,etapas,periodoBajada,07 - TARDE SABADO,510921
2024-11-16,sabado,etapas,periodoBajada,08 - TRANSICION SABADO NOCTURNO,254744
2024-11-16,sabado,etapas,periodoBajada,09 - PRE NOCTURNO SABADO,15792
2024-11-17,domingo,viajes,tipodia,2,1191391
2024-11-17,domingo,viajes,n_etapas,1,890204
2024-11-17,domingo,viajes,n_etapas,2,263688
2024-11-17,domingo,viajes,n_etapas,3,36181
2024-11-17,domingo,viajes,n_etapas,4,1254
2024-11-17,domingo,viajes,n_etapas,5,61
2024-11-17,domingo,viajes,n_etapas,6,3
2024-11-17,domingo,viajes,netapassinbajada,0,674410
2024-11-17,domingo,viajes,netapassinbajada,1,505934
2024-11-17,domingo,viajes,netapassinbajada,2,10867
2024-11-17,domingo,viajes,netapassinbajada,3,174
2024-11-17,domingo,viajes,netapassinbajada,4,6
2024-11-17,domingo,viajes,ultimaetapaconbajada,0,503137
2024-11-17,domingo,viajes,ultimaetapaconbajada,1,688254
2024-11-17,domingo,viajes,periodo_inicio_viaje,80,4500
2024-11-17,domingo,viajes,periodo_inicio_viaje,81,2707
2024-11-17,domingo,viajes,periodo_inicio_viaje,82,26970
2024-11-17,domingo,viajes,periodo_inicio_viaje,83,383445
2024-11-17,domingo,viajes,periodo_inicio_viaje,84,419415
2024-11-17,domingo,viajes,periodo_inicio_viaje,85,263774
2024-11-17,domingo,viajes,periodo_inicio_viaje,86,84734
2024-11-17,domingo,viajes,periodo_inicio_viaje,87,5846
2024-11-17,domingo,viajes,periodo_fin_viaje,-1,503161
2024-11-17,domingo,viajes,periodo_fin_viaje,80,1463
2024-11-17,domingo,viajes,periodo_fin_viaje,81,1141
2024-11-17,domingo,viajes,periodo_fin_viaje,82,8369
2024-11-17,domingo,viajes,periodo_fin_viaje,83,218453
2024-11-17,domingo,viajes,periodo_fin_viaje,84,244241
2024-11-17,domingo,viajes,periodo_fin_viaje,85,142689
2024-11-17,domingo,viajes,periodo_fin_viaje,86,63911
2024-11-17,domingo,viajes,periodo_fin_viaje,87,7963
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,M15M,17585
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,M3B,60761
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,M40M,6789
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,MS_B_B,10183
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,5936
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,MS_MT_MT,4061
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,MS_M_B,12537
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,MS_M_M,135588
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,RD,27109
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,SM2H,216839
2024-11-17,domingo,viajes,tipo_corte_etapa_viaje,UE,694003
2024-11-17,domingo,etapas,tipo_dia,DOMINGO,1534904
2024-11-17,domingo,etapas,tiene_bajada,0,529212
2024-11-17,domingo,etapas,tiene_bajada,1,1005692
2024-11-17,domingo,etapas,tipo_transporte,BUS,759638
2024-11-17,domingo,etapas,tipo_transporte,METRO,737950
2024-11-17,domingo,etapas,tipo_transporte,METROTREN,27175
2024-11-17,domingo,etapas,tipo_transporte,ZP,10141
2024-11-17,domingo,etapas,periodoSubida,01 - PRE NOCTURNO DOMINGO,4976
2024-11-17,domingo,etapas,periodoSubida,02 - NOCTURNO DOMINGO,3189
2024-11-17,domingo,etapas,periodoSubida,03 - TRANSICION DOMINGO MANANA,35966
2024-11-17,domingo,etapas,periodoSubida,04 - MANANA DOMINGO,504251
2024-11-17,domingo,etapas,periodoSubida,05 - MEDIODIA DOMINGO,522696
2024-11-17,domingo,etapas,periodoSubida,06 - TARDE DOMINGO,338909
2024-11-17,domingo,etapas,periodoSubida,07 - TRANSICION DOMINGO NOCTURNO,116066
2024-11-17,domingo,etapas,periodoSubida,08 - PRE NOCTURNO DOMINGO,8851
2024-11-17,domingo,etapas,periodoBajada,01 - PRE NOCTURNO DOMINGO,1897
2024-11-17,domingo,etapas,periodoBajada,02 - NOCTURNO DOMINGO,1561
2024-11-17,domingo,etapas,periodoBajada,03 - TRANSICION DOMINGO MANANA,17941
2024-11-17,domingo,etapas,periodoBajada,04 - MANANA DOMINGO,331732
2024-11-17,domingo,etapas,periodoBajada,05 - MEDIODIA DOMINGO,338891
2024-11-17,domingo,etapas,periodoBajada,06 - TARDE DOMINGO,212996
2024-11-17,domingo,etapas,periodoBajada,07 - TRANSICION DOMINGO NOCTURNO,90716
2024-11-17,domingo,etapas,periodoBajada,08 - PRE NOCTURNO DOMINGO,9958
2024-11-18,laboral,viajes,tipodia,0,3558808
2024-11-18,laboral,viajes,n_etapas,1,2488631
2024-11-18,laboral,viajes,n_etapas,10,3
2024-11-18,laboral,viajes,n_etapas,12,2
2024-11-18,laboral,viajes,n_etapas,16,1
2024-11-18,laboral,viajes,n_etapas,18,1
2024-11-18,laboral,viajes,n_etapas,2,923619
2024-11-18,laboral,viajes,n_etapas,29,1
2024-11-18,laboral,viajes,n_etapas,3,142048
2024-11-18,laboral,viajes,n_etapas,4,4212
2024-11-18,laboral,viajes,n_etapas,40,1
2024-11-18,laboral,viajes,n_etapas,43,1
2024-11-18,laboral,viajes,n_etapas,5,248
2024-11-18,laboral,viajes,n_etapas,6,28
2024-11-18,laboral,viajes,n_etapas,7,5
2024-11-18,laboral,viajes,n_etapas,8,4
2024-11-18,laboral,viajes,n_etapas,9,3
2024-11-18,laboral,viajes,netapassinbajada,0,2521547
2024-11-18,laboral,viajes,netapassinbajada,1,1009881
2024-11-18,laboral,viajes,netapassinbajada,2,26735
2024-11-18,laboral,viajes,netapassinbajada,3,592
2024-11-18,laboral,viajes,netapassinbajada,4,53
2024-11-18,laboral,viajes,ultimaetapaconbajada,0,978253
2024-11-18,laboral,viajes,ultimaetapaconbajada,1,2580555
2024-11-18,laboral,viajes,periodo_inicio_viaje,59,510
2024-11-18,laboral,viajes,periodo_inicio_viaje,60,7202
2024-11-18,laboral,viajes,periodo_inicio_viaje,61,110364
2024-11-18,laboral,viajes,periodo_inicio_viaje,62,495560
2024-11-18,laboral,viajes,periodo_inicio_viaje,63,427693
2024-11-18,laboral,viajes,periodo_inicio_viaje,64,519847
2024-11-18,laboral,viajes,periodo_inicio_viaje,65,274655
2024-11-18,laboral,viajes,periodo_inicio_viaje,66,461563
2024-11-18,laboral,viajes,periodo_inicio_viaje,67,624602
2024-11-18,laboral,viajes,periodo_inicio_viaje,68,450122
2024-11-18,laboral,viajes,periodo_inicio_viaje,69,181916
2024-11-18,laboral,viajes,periodo_inicio_viaje,70,4774
2024-11-18,laboral,viajes,periodo_fin_viaje,-1,978300
2024-11-18,laboral,viajes,periodo_fin_viaje,59,180
2024-11-18,laboral,viajes,periodo_fin_viaje,60,838
2024-11-18,laboral,viajes,periodo_fin_viaje,61,19397
2024-11-18,laboral,viajes,periodo_fin_viaje,62,271873
2024-11-18,laboral,viajes,periodo_fin_viaje,63,396094
2024-11-18,laboral,viajes,periodo_fin_viaje,64,418399
2024-11-18,laboral,viajes,periodo_fin_viaje,65,198396
2024-11-18,laboral,viajes,periodo_fin_viaje,66,318904
2024-11-18,laboral,viajes,periodo_fin_viaje,67,369771
2024-11-18,laboral,viajes,periodo_fin_viaje,68,410214
2024-11-18,laboral,viajes,periodo_fin_viaje,69,165988
2024-11-18,laboral,viajes,periodo_fin_viaje,70,10454
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,M15M,51909
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,M3B,286739
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,M40M,12750
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B,17058
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,MS_B_B_NB,6762
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,MS_MT_MT,5724
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,MS_M_B,56304
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,MS_M_M,314712
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,RD,54512
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,SM2H,951389
2024-11-18,laboral,viajes,tipo_corte_etapa_viaje,UE,1800949
2024-11-18,laboral,etapas,tipo_dia,LABORAL,4787836
2024-11-18,laboral,etapas,tiene_bajada,0,1068306
2024-11-18,laboral,etapas,tiene_bajada,1,3719530
2024-11-18,laboral,etapas,tipo_transporte,BUS,1947442
2024-11-18,laboral,etapas,tipo_transporte,METRO,2263585
2024-11-18,laboral,etapas,tipo_transporte,METROTREN,77046
2024-11-18,laboral,etapas,tipo_transporte,ZP,499763
2024-11-18,laboral,etapas,periodoSubida,01 - PRE NOCTURNO,546
2024-11-18,laboral,etapas,periodoSubida,02 - NOCTURNO,8067
2024-11-18,laboral,etapas,periodoSubida,03 - TRANSICION NOCTURNO,148333
2024-11-18,laboral,etapas,periodoSubida,04 - PUNTA MANANA,694482
2024-11-18,laboral,etapas,periodoSubida,05 - TRANSICION PUNTA MANANA,607153
2024-11-18,laboral,etapas,periodoSubida,06 - FUERA DE PUNTA MANANA,682707
2024-11-18,laboral,etapas,periodoSubida,07 - PUNTA MEDIODIA,349487
2024-11-18,laboral,etapas,periodoSubida,08 - FUERA DE PUNTA TARDE,593329
2024-11-18,laboral,etapas,periodoSubida,09 - PUNTA TARDE1,804285
2024-11-18,laboral,etapas,periodoSubida,10 - PUNTA TARDE2,634871
2024-11-18,laboral,etapas,periodoSubida,11 - FUERA DE PUNTA NOCTURNO,256212
2024-11-18,laboral,etapas,periodoSubida,12 - PRE NOCTURNO,8364
2024-11-18,laboral,etapas,periodoBajada,01 - PRE NOCTURNO,213
2024-11-18,laboral,etapas,periodoBajada,02 - NOCTURNO,2155
2024-11-18,laboral,etapas,periodoBajada,03 - TRANSICION NOCTURNO,59667
2024-11-18,laboral,etapas,periodoBajada,04 - PUNTA MANANA,464727
2024-11-18,laboral,etapas,periodoBajada,05 - TRANSICION PUNTA MANANA,557764
2024-11-18,laboral,etapas,periodoBajada,06 - FUERA DE PUNTA MANANA,566155
2024-11-18,laboral,etapas,periodoBajada,07 - PUNTA MEDIODIA,266723
2024-11-18,laboral,etapas,periodoBajada,08 - FUERA DE PUNTA TARDE,439535
2024-11-18,laboral,etapas,periodoBajada,09 - PUNTA TARDE1,544391
2024-11-18,laboral,etapas,periodoBajada,10 - PUNTA TARDE2,574082
2024-11-18,laboral,etapas,periodoBajada,11 - FUERA DE PUNTA NOCTURNO,231137
2024-11-18,laboral,etapas,periodoBajada,12 - PRE NOCTURNO,12981
2024-11-19,laboral,viajes,tipodia,0,3625203
2024-11-19,laboral,viajes,n_etapas,1,2546261
2024-11-19,laboral,viajes,n_etapas,10,3
2024-11-19,laboral,viajes,n_etapas,11,1
2024-11-19,laboral,viajes,n_etapas,12,1
2024-11-19,laboral,viajes,n_etapas,14,1
2024-11-19,laboral,viajes,n_etapas,16,1
2024-11-19,laboral,viajes,n_etapas,2,934091
2024-11-19,laboral,viajes,n_etapas,3,140405
2024-11-19,laboral,viajes,n_etapas,4,4146
2024-11-19,laboral,viajes,n_etapas,5,251
2024-11-19,laboral,viajes,n_etapas,51,1
2024-11-19,laboral,viajes,n_etapas,6,25
2024-11-19,laboral,viajes,n_etapas,7,6
2024-11-19,laboral,viajes,n_etapas,8,2
2024-11-19,laboral,viajes,n_etapas,9,8
2024-11-19,laboral,viajes,netapassinbajada,0,2605097
2024-11-19,laboral,viajes,netapassinbajada,1,993631
2024-11-19,laboral,viajes,netapassinbajada,2,25855
2024-11-19,laboral,viajes,netapassinbajada,3,572
2024-11-19,laboral,viajes,netapassinbajada,4,48
2024-11-19,laboral,viajes,ultimaetapaconbajada,0,959618
2024-11-19,laboral,viajes,ultimaetapaconbajada,1,2665585
2024-11-19,laboral,viajes,periodo_inicio_viaje,59,943
2024-11-19,laboral,viajes,periodo_inicio_viaje,60,7717
2024-11-19,laboral,viajes,periodo_inicio_viaje,61,111114
2024-11-19,laboral,viajes,periodo_inicio_viaje,62,503720
2024-11-19,laboral,viajes,periodo_inicio_viaje,63,442297
2024-11-19,laboral,viajes,periodo_inicio_viaje,64,516208
2024-11-19,laboral,viajes,periodo_inicio_viaje,65,278476
2024-11-19,laboral,viajes,periodo_inicio_viaje,66,460157
