service_date,day_class,table,field,empty,dash
2024-11-02,sabado,viajes,distancia_ruta,0,0
2024-11-02,sabado,viajes,tiempo_inicio_viaje,0,0
2024-11-02,sabado,viajes,tiempo_fin_viaje,0,647872
2024-11-02,sabado,viajes,periodo_inicio_viaje,0,0
2024-11-02,sabado,viajes,periodo_fin_viaje,0,0
2024-11-02,sabado,viajes,comuna_inicio_viaje,0,0
2024-11-02,sabado,viajes,comuna_fin_viaje,0,0
2024-11-02,sabado,viajes,zona_inicio_viaje,0,737
2024-11-02,sabado,viajes,zona_fin_viaje,0,649619
2024-11-02,sabado,viajes,netapassinbajada,0,0
2024-11-02,sabado,viajes,ultimaetapaconbajada,0,0
2024-11-02,sabado,viajes,tipo_corte_etapa_viaje,0,0
2024-11-02,sabado,viajes,id_tarjeta,0,0
2024-11-02,sabado,viajes,id_viaje,0,0
2024-11-02,sabado,etapas,tipo_dia,0,0
2024-11-02,sabado,etapas,tipo_transporte,0,0
2024-11-02,sabado,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-02,sabado,etapas,fExpansionZonaPeriodoTS,0,692128
2024-11-02,sabado,etapas,tiene_bajada,0,0
2024-11-02,sabado,etapas,tiempo2,0,0
2024-11-02,sabado,etapas,tiempo_subida,0,0
2024-11-02,sabado,etapas,tiempo_bajada,0,689923
2024-11-02,sabado,etapas,tiempo_etapa,0,689923
2024-11-02,sabado,etapas,x_subida,0,0
2024-11-02,sabado,etapas,y_subida,0,0
2024-11-02,sabado,etapas,x_bajada,0,689923
2024-11-02,sabado,etapas,y_bajada,0,689923
2024-11-02,sabado,etapas,dist_ruta_paraderos,0,689923
2024-11-02,sabado,etapas,dist_eucl_paraderos,0,689923
2024-11-02,sabado,etapas,comuna_subida,0,1059
2024-11-02,sabado,etapas,comuna_bajada,0,691971
2024-11-02,sabado,etapas,zona_subida,0,1059
2024-11-02,sabado,etapas,zona_bajada,0,691971
2024-11-02,sabado,etapas,periodoSubida,0,0
2024-11-02,sabado,etapas,periodoBajada,0,689923
2024-11-02,sabado,etapas,id_etapa,0,0
2024-11-02,sabado,etapas,correlativo_viajes,0,0
2024-11-03,domingo,viajes,tipodia,0,0
2024-11-03,domingo,viajes,factor_expansion,0,0
2024-11-03,domingo,viajes,n_etapas,0,0
2024-11-03,domingo,viajes,tviaje,0,1106110
2024-11-03,domingo,viajes,tviaje2,0,598555
2024-11-03,domingo,viajes,distancia_eucl,0,475022
2024-11-03,domingo,viajes,distancia_ruta,0,0
2024-11-03,domingo,viajes,tiempo_inicio_viaje,0,0
2024-11-03,domingo,viajes,tiempo_fin_viaje,0,475035
2024-11-03,domingo,viajes,periodo_inicio_viaje,0,0
2024-11-03,domingo,viajes,periodo_fin_viaje,0,0
2024-11-03,domingo,viajes,comuna_inicio_viaje,0,0
2024-11-03,domingo,viajes,comuna_fin_viaje,0,0
2024-11-03,domingo,viajes,zona_inicio_viaje,0,318
2024-11-03,domingo,viajes,zona_fin_viaje,0,476598
2024-11-03,domingo,viajes,netapassinbajada,0,0
2024-11-03,domingo,viajes,ultimaetapaconbajada,0,0
2024-11-03,domingo,viajes,tipo_corte_etapa_viaje,0,0
2024-11-03,domingo,viajes,id_tarjeta,0,0
2024-11-03,domingo,viajes,id_viaje,0,0
2024-11-03,domingo,etapas,tipo_dia,0,0
2024-11-03,domingo,etapas,tipo_transporte,0,0
2024-11-03,domingo,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-03,domingo,etapas,fExpansionZonaPeriodoTS,0,501116
2024-11-03,domingo,etapas,tiene_bajada,0,0
2024-11-03,domingo,etapas,tiempo2,0,0
2024-11-03,domingo,etapas,tiempo_subida,0,0
2024-11-03,domingo,etapas,tiempo_bajada,0,499082
2024-11-03,domingo,etapas,tiempo_etapa,0,499082
2024-11-03,domingo,etapas,x_subida,0,0
2024-11-03,domingo,etapas,y_subida,0,0
2024-11-03,domingo,etapas,x_bajada,0,499082
2024-11-03,domingo,etapas,y_bajada,0,499082
2024-11-03,domingo,etapas,dist_ruta_paraderos,0,499082
2024-11-03,domingo,etapas,dist_eucl_paraderos,0,499082
2024-11-03,domingo,etapas,comuna_subida,0,459
2024-11-03,domingo,etapas,comuna_bajada,0,501182
2024-11-03,domingo,etapas,zona_subida,0,459
2024-11-03,domingo,etapas,zona_bajada,0,501182
2024-11-03,domingo,etapas,periodoSubida,0,0
2024-11-03,domingo,etapas,periodoBajada,0,499082
2024-11-03,domingo,etapas,id_etapa,0,0
2024-11-03,domingo,etapas,correlativo_viajes,0,0
2024-11-04,laboral,viajes,tipodia,0,0
2024-11-04,laboral,viajes,factor_expansion,0,0
2024-11-04,laboral,viajes,n_etapas,0,0
2024-11-04,laboral,viajes,tviaje,0,3626787
2024-11-04,laboral,viajes,tviaje2,0,1490342
2024-11-04,laboral,viajes,distancia_eucl,0,977375
2024-11-04,laboral,viajes,distancia_ruta,0,0
2024-11-04,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-04,laboral,viajes,tiempo_fin_viaje,0,977430
2024-11-04,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-04,laboral,viajes,periodo_fin_viaje,0,0
2024-11-04,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-04,laboral,viajes,comuna_fin_viaje,0,0
2024-11-04,laboral,viajes,zona_inicio_viaje,0,1383
2024-11-04,laboral,viajes,zona_fin_viaje,0,981542
2024-11-04,laboral,viajes,netapassinbajada,0,0
2024-11-04,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-04,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-04,laboral,viajes,id_tarjeta,0,0
2024-11-04,laboral,viajes,id_viaje,0,0
2024-11-04,laboral,etapas,tipo_dia,0,0
2024-11-04,laboral,etapas,tipo_transporte,0,0
2024-11-04,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-04,laboral,etapas,fExpansionZonaPeriodoTS,0,1073377
2024-11-04,laboral,etapas,tiene_bajada,0,0
2024-11-04,laboral,etapas,tiempo2,0,0
2024-11-04,laboral,etapas,tiempo_subida,0,0
2024-11-04,laboral,etapas,tiempo_bajada,0,1067970
2024-11-04,laboral,etapas,tiempo_etapa,0,1067970
2024-11-04,laboral,etapas,x_subida,0,0
2024-11-04,laboral,etapas,y_subida,0,0
2024-11-04,laboral,etapas,x_bajada,0,1067970
2024-11-04,laboral,etapas,y_bajada,0,1067970
2024-11-04,laboral,etapas,dist_ruta_paraderos,0,1067970
2024-11-04,laboral,etapas,dist_eucl_paraderos,0,1067970
2024-11-04,laboral,etapas,comuna_subida,0,2573
2024-11-04,laboral,etapas,comuna_bajada,0,1073031
2024-11-04,laboral,etapas,zona_subida,0,2573
2024-11-04,laboral,etapas,zona_bajada,0,1073031
2024-11-04,laboral,etapas,periodoSubida,0,0
2024-11-04,laboral,etapas,periodoBajada,0,1067970
2024-11-04,laboral,etapas,id_etapa,0,0
2024-11-04,laboral,etapas,correlativo_viajes,0,0
2024-11-05,laboral,viajes,tipodia,0,0
2024-11-05,laboral,viajes,factor_expansion,0,0
2024-11-05,laboral,viajes,n_etapas,0,0
2024-11-05,laboral,viajes,tviaje,0,3670556
2024-11-05,laboral,viajes,tviaje2,0,1490083
2024-11-05,laboral,viajes,distancia_eucl,0,958663
2024-11-05,laboral,viajes,distancia_ruta,0,0
2024-11-05,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-05,laboral,viajes,tiempo_fin_viaje,0,958733
2024-11-05,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-05,laboral,viajes,periodo_fin_viaje,0,0
2024-11-05,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-05,laboral,viajes,comuna_fin_viaje,0,0
2024-11-05,laboral,viajes,zona_inicio_viaje,0,1481
2024-11-05,laboral,viajes,zona_fin_viaje,0,963331
2024-11-05,laboral,viajes,netapassinbajada,0,0
2024-11-05,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-05,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-05,laboral,viajes,id_tarjeta,0,0
2024-11-05,laboral,viajes,id_viaje,0,0
2024-11-05,laboral,etapas,tipo_dia,0,0
2024-11-05,laboral,etapas,tipo_transporte,0,0
2024-11-05,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-05,laboral,etapas,fExpansionZonaPeriodoTS,0,1058878
2024-11-05,laboral,etapas,tiene_bajada,0,0
2024-11-05,laboral,etapas,tiempo2,0,0
2024-11-05,laboral,etapas,tiempo_subida,0,0
2024-11-05,laboral,etapas,tiempo_bajada,0,1053369
2024-11-05,laboral,etapas,tiempo_etapa,0,1053369
2024-11-05,laboral,etapas,x_subida,0,0
2024-11-05,laboral,etapas,y_subida,0,0
2024-11-05,laboral,etapas,x_bajada,0,1053369
2024-11-05,laboral,etapas,y_bajada,0,1053369
2024-11-05,laboral,etapas,dist_ruta_paraderos,0,1053369
2024-11-05,laboral,etapas,dist_eucl_paraderos,0,1053369
2024-11-05,laboral,etapas,comuna_subida,0,4419
2024-11-05,laboral,etapas,comuna_bajada,0,1059073
2024-11-05,laboral,etapas,zona_subida,0,4419
2024-11-05,laboral,etapas,zona_bajada,0,1059073
2024-11-05,laboral,etapas,periodoSubida,0,0
2024-11-05,laboral,etapas,periodoBajada,0,1053369
2024-11-05,laboral,etapas,id_etapa,0,0
2024-11-05,laboral,etapas,correlativo_viajes,0,0
2024-11-06,laboral,viajes,tipodia,0,0
2024-11-06,laboral,viajes,factor_expansion,0,0
2024-11-06,laboral,viajes,n_etapas,0,0
2024-11-06,laboral,viajes,tviaje,0,3699952
2024-11-06,laboral,viajes,tviaje2,0,1505772
2024-11-06,laboral,viajes,distancia_eucl,0,974430
2024-11-06,laboral,viajes,distancia_ruta,0,0
2024-11-06,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-06,laboral,viajes,tiempo_fin_viaje,0,974488
2024-11-06,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-06,laboral,viajes,periodo_fin_viaje,0,0
2024-11-06,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-06,laboral,viajes,comuna_fin_viaje,0,0
2024-11-06,laboral,viajes,zona_inicio_viaje,0,1545
2024-11-06,laboral,viajes,zona_fin_viaje,0,978935
2024-11-06,laboral,viajes,netapassinbajada,0,0
2024-11-06,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-06,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-06,laboral,viajes,id_tarjeta,0,0
2024-11-06,laboral,viajes,id_viaje,0,0
2024-11-06,laboral,etapas,tipo_dia,0,0
2024-11-06,laboral,etapas,tipo_transporte,0,0
2024-11-06,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-06,laboral,etapas,fExpansionZonaPeriodoTS,0,1074102
2024-11-06,laboral,etapas,tiene_bajada,0,0
2024-11-06,laboral,etapas,tiempo2,0,0
2024-11-06,laboral,etapas,tiempo_subida,0,0
2024-11-06,laboral,etapas,tiempo_bajada,0,1069077
2024-11-06,laboral,etapas,tiempo_etapa,0,1069077
2024-11-06,laboral,etapas,x_subida,0,0
2024-11-06,laboral,etapas,y_subida,0,0
2024-11-06,laboral,etapas,x_bajada,0,1069077
2024-11-06,laboral,etapas,y_bajada,0,1069077
2024-11-06,laboral,etapas,dist_ruta_paraderos,0,1069077
2024-11-06,laboral,etapas,dist_eucl_paraderos,0,1069077
2024-11-06,laboral,etapas,comuna_subida,0,4616
2024-11-06,laboral,etapas,comuna_bajada,0,1074704
2024-11-06,laboral,etapas,zona_subida,0,4616
2024-11-06,laboral,etapas,zona_bajada,0,1074704
2024-11-06,laboral,etapas,periodoSubida,0,0
2024-11-06,laboral,etapas,periodoBajada,0,1069077
2024-11-06,laboral,etapas,id_etapa,0,0
2024-11-06,laboral,etapas,correlativo_viajes,0,0
2024-11-07,laboral,viajes,tipodia,0,0
2024-11-07,laboral,viajes,factor_expansion,0,0
2024-11-07,laboral,viajes,n_etapas,0,0
2024-11-07,laboral,viajes,tviaje,0,3672340
2024-11-07,laboral,viajes,tviaje2,0,1506205
2024-11-07,laboral,viajes,distancia_eucl,0,980509
2024-11-07,laboral,viajes,distancia_ruta,0,0
2024-11-07,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-07,laboral,viajes,tiempo_fin_viaje,0,980574
2024-11-07,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-07,laboral,viajes,periodo_fin_viaje,0,0
2024-11-07,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-07,laboral,viajes,comuna_fin_viaje,0,0
2024-11-07,laboral,viajes,zona_inicio_viaje,0,1267
2024-11-07,laboral,viajes,zona_fin_viaje,0,985047
2024-11-07,laboral,viajes,netapassinbajada,0,0
2024-11-07,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-07,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-07,laboral,viajes,id_tarjeta,0,0
2024-11-07,laboral,viajes,id_viaje,0,0
2024-11-07,laboral,etapas,tipo_dia,0,0
2024-11-07,laboral,etapas,tipo_transporte,0,0
2024-11-07,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-07,laboral,etapas,fExpansionZonaPeriodoTS,0,1074915
2024-11-07,laboral,etapas,tiene_bajada,0,0
2024-11-07,laboral,etapas,tiempo2,0,0
2024-11-07,laboral,etapas,tiempo_subida,0,0
2024-11-07,laboral,etapas,tiempo_bajada,0,1069185
2024-11-07,laboral,etapas,tiempo_etapa,0,1069185
2024-11-07,laboral,etapas,x_subida,0,0
2024-11-07,laboral,etapas,y_subida,0,0
2024-11-07,laboral,etapas,x_bajada,0,1069185
2024-11-07,laboral,etapas,y_bajada,0,1069185
2024-11-07,laboral,etapas,dist_ruta_paraderos,0,1069185
2024-11-07,laboral,etapas,dist_eucl_paraderos,0,1069185
2024-11-07,laboral,etapas,comuna_subida,0,1662
2024-11-07,laboral,etapas,comuna_bajada,0,1075072
2024-11-07,laboral,etapas,zona_subida,0,1662
2024-11-07,laboral,etapas,zona_bajada,0,1075072
2024-11-07,laboral,etapas,periodoSubida,0,0
2024-11-07,laboral,etapas,periodoBajada,0,1069185
2024-11-07,laboral,etapas,id_etapa,0,0
2024-11-07,laboral,etapas,correlativo_viajes,0,0
2024-11-08,laboral,viajes,tipodia,0,0
2024-11-08,laboral,viajes,factor_expansion,0,0
2024-11-08,laboral,viajes,n_etapas,0,0
2024-11-08,laboral,viajes,tviaje,0,3636114
2024-11-08,laboral,viajes,tviaje2,0,1580788
2024-11-08,laboral,viajes,distancia_eucl,0,1069939
2024-11-08,laboral,viajes,distancia_ruta,0,0
2024-11-08,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-08,laboral,viajes,tiempo_fin_viaje,0,1070008
2024-11-08,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-08,laboral,viajes,periodo_fin_viaje,0,0
2024-11-08,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-08,laboral,viajes,comuna_fin_viaje,0,0
2024-11-08,laboral,viajes,zona_inicio_viaje,0,1135
2024-11-08,laboral,viajes,zona_fin_viaje,0,1074204
2024-11-08,laboral,viajes,netapassinbajada,0,0
2024-11-08,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-08,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-08,laboral,viajes,id_tarjeta,0,0
2024-11-08,laboral,viajes,id_viaje,0,0
2024-11-08,laboral,etapas,tipo_dia,0,0
2024-11-08,laboral,etapas,tipo_transporte,0,0
2024-11-08,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-08,laboral,etapas,fExpansionZonaPeriodoTS,0,1165062
2024-11-08,laboral,etapas,tiene_bajada,0,0
2024-11-08,laboral,etapas,tiempo2,0,0
2024-11-08,laboral,etapas,tiempo_subida,0,0
2024-11-08,laboral,etapas,tiempo_bajada,0,1159400
2024-11-08,laboral,etapas,tiempo_etapa,0,1159400
2024-11-08,laboral,etapas,x_subida,0,0
2024-11-08,laboral,etapas,y_subida,0,0
2024-11-08,laboral,etapas,x_bajada,0,1159400
2024-11-08,laboral,etapas,y_bajada,0,1159400
2024-11-08,laboral,etapas,dist_ruta_paraderos,0,1159400
2024-11-08,laboral,etapas,dist_eucl_paraderos,0,1159400
2024-11-08,laboral,etapas,comuna_subida,0,1355
2024-11-08,laboral,etapas,comuna_bajada,0,1164569
2024-11-08,laboral,etapas,zona_subida,0,1355
2024-11-08,laboral,etapas,zona_bajada,0,1164569
2024-11-08,laboral,etapas,periodoSubida,0,0
2024-11-08,laboral,etapas,periodoBajada,0,1159400
2024-11-08,laboral,etapas,id_etapa,0,0
2024-11-08,laboral,etapas,correlativo_viajes,0,0
2024-11-09,sabado,viajes,tipodia,0,0
2024-11-09,sabado,viajes,factor_expansion,0,0
2024-11-09,sabado,viajes,n_etapas,0,0
2024-11-09,sabado,viajes,tviaje,0,2064870
2024-11-09,sabado,viajes,tviaje2,0,1026458
2024-11-09,sabado,viajes,distancia_eucl,0,759592
2024-11-09,sabado,viajes,distancia_ruta,0,0
2024-11-09,sabado,viajes,tiempo_inicio_viaje,0,0
2024-11-09,sabado,viajes,tiempo_fin_viaje,0,759634
2024-11-09,sabado,viajes,periodo_inicio_viaje,0,0
2024-11-09,sabado,viajes,periodo_fin_viaje,0,0
2024-11-09,sabado,viajes,comuna_inicio_viaje,0,0
2024-11-09,sabado,viajes,comuna_fin_viaje,0,0
2024-11-09,sabado,viajes,zona_inicio_viaje,0,848
2024-11-09,sabado,viajes,zona_fin_viaje,0,762295
2024-11-09,sabado,viajes,netapassinbajada,0,0
2024-11-09,sabado,viajes,ultimaetapaconbajada,0,0
2024-11-09,sabado,viajes,tipo_corte_etapa_viaje,0,0
2024-11-09,sabado,viajes,id_tarjeta,0,0
2024-11-09,sabado,viajes,id_viaje,0,0
2024-11-09,sabado,etapas,tipo_dia,0,0
2024-11-09,sabado,etapas,tipo_transporte,0,0
2024-11-09,sabado,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-09,sabado,etapas,fExpansionZonaPeriodoTS,0,812419
2024-11-09,sabado,etapas,tiene_bajada,0,0
2024-11-09,sabado,etapas,tiempo2,0,0
2024-11-09,sabado,etapas,tiempo_subida,0,0
2024-11-09,sabado,etapas,tiempo_bajada,0,808681
2024-11-09,sabado,etapas,tiempo_etapa,0,808681
2024-11-09,sabado,etapas,x_subida,0,0
2024-11-09,sabado,etapas,y_subida,0,0
2024-11-09,sabado,etapas,x_bajada,0,808681
2024-11-09,sabado,etapas,y_bajada,0,808681
2024-11-09,sabado,etapas,dist_ruta_paraderos,0,808681
2024-11-09,sabado,etapas,dist_eucl_paraderos,0,808681
2024-11-09,sabado,etapas,comuna_subida,0,1122
2024-11-09,sabado,etapas,comuna_bajada,0,812487
2024-11-09,sabado,etapas,zona_subida,0,1160
2024-11-09,sabado,etapas,zona_bajada,0,812509
2024-11-09,sabado,etapas,periodoSubida,0,0
2024-11-09,sabado,etapas,periodoBajada,0,808681
2024-11-09,sabado,etapas,id_etapa,0,0
2024-11-09,sabado,etapas,correlativo_viajes,0,0
2024-11-10,domingo,viajes,tipodia,0,0
2024-11-10,domingo,viajes,factor_expansion,0,0
2024-11-10,domingo,viajes,n_etapas,0,0
2024-11-10,domingo,viajes,tviaje,0,1182013
2024-11-10,domingo,viajes,tviaje2,0,662706
2024-11-10,domingo,viajes,distancia_eucl,0,507313
2024-11-10,domingo,viajes,distancia_ruta,0,0
2024-11-10,domingo,viajes,tiempo_inicio_viaje,0,0
2024-11-10,domingo,viajes,tiempo_fin_viaje,0,507348
2024-11-10,domingo,viajes,periodo_inicio_viaje,0,0
2024-11-10,domingo,viajes,periodo_fin_viaje,0,0
2024-11-10,domingo,viajes,comuna_inicio_viaje,0,0
2024-11-10,domingo,viajes,comuna_fin_viaje,0,0
2024-11-10,domingo,viajes,zona_inicio_viaje,0,380
2024-11-10,domingo,viajes,zona_fin_viaje,0,510256
2024-11-10,domingo,viajes,netapassinbajada,0,0
2024-11-10,domingo,viajes,ultimaetapaconbajada,0,0
2024-11-10,domingo,viajes,tipo_corte_etapa_viaje,0,0
2024-11-10,domingo,viajes,id_tarjeta,0,0
2024-11-10,domingo,viajes,id_viaje,0,0
2024-11-10,domingo,etapas,tipo_dia,0,0
2024-11-10,domingo,etapas,tipo_transporte,0,0
2024-11-10,domingo,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-10,domingo,etapas,fExpansionZonaPeriodoTS,0,536278
2024-11-10,domingo,etapas,tiene_bajada,0,0
2024-11-10,domingo,etapas,tiempo2,0,0
2024-11-10,domingo,etapas,tiempo_subida,0,0
2024-11-10,domingo,etapas,tiempo_bajada,0,531947
2024-11-10,domingo,etapas,tiempo_etapa,0,531947
2024-11-10,domingo,etapas,x_subida,0,0
2024-11-10,domingo,etapas,y_subida,0,0
2024-11-10,domingo,etapas,x_bajada,0,531947
2024-11-10,domingo,etapas,y_bajada,0,531947
2024-11-10,domingo,etapas,dist_ruta_paraderos,0,531947
2024-11-10,domingo,etapas,dist_eucl_paraderos,0,531947
2024-11-10,domingo,etapas,comuna_subida,0,455
2024-11-10,domingo,etapas,comuna_bajada,0,536198
2024-11-10,domingo,etapas,zona_subida,0,489
2024-11-10,domingo,etapas,zona_bajada,0,536207
2024-11-10,domingo,etapas,periodoSubida,0,0
2024-11-10,domingo,etapas,periodoBajada,0,531947
2024-11-10,domingo,etapas,id_etapa,0,0
2024-11-10,domingo,etapas,correlativo_viajes,0,0
2024-11-11,laboral,viajes,tipodia,0,0
2024-11-11,laboral,viajes,factor_expansion,0,0
2024-11-11,laboral,viajes,n_etapas,0,0
2024-11-11,laboral,viajes,tviaje,0,3541818
2024-11-11,laboral,viajes,tviaje2,0,1507998
2024-11-11,laboral,viajes,distancia_eucl,0,999819
2024-11-11,laboral,viajes,distancia_ruta,0,0
2024-11-11,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-11,laboral,viajes,tiempo_fin_viaje,0,999871
2024-11-11,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-11,laboral,viajes,periodo_fin_viaje,0,0
2024-11-11,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-11,laboral,viajes,comuna_fin_viaje,0,0
2024-11-11,laboral,viajes,zona_inicio_viaje,0,1271
2024-11-11,laboral,viajes,zona_fin_viaje,0,1003897
2024-11-11,laboral,viajes,netapassinbajada,0,0
